Month,Line,Day Type,Crew Availability,External Factors,Infrastructure & Equipment,Operating Conditions,Planned ROW Work,Police & Medical
2021-02-01,C,2,37,0,6,15,4,11
2021-02-01,D,1,68,2,38,38,26,28
2021-02-01,D,2,34,0,11,26,10,17
2021-02-01,E,1,54,0,62,21,34,27
2021-02-01,E,2,18,0,9,1,4,4
2021-02-01,F,1,50,1,43,31,34,31
2021-02-01,F,2,36,2,9,5,8,10
2021-02-01,G,1,53,2,18,42,22,7
2021-02-01,G,2,8,0,6,12,4,4
2021-02-01,JZ,1,48,8,25,37,20,30
2021-02-01,JZ,2,19,5,21,19,2,17
2021-02-01,L,1,47,0,26,3,18,10
2021-02-01,L,2,15,1,6,0,4,5
2021-02-01,M,1,58,4,20,29,4,14
2021-02-01,M,2,2,0,4,0,1,4
2021-02-01,N,1,105,15,65,41,32,38
2021-02-01,N,2,53,1,17,27,18,17
2021-02-01,Q,1,73,7,57,48,17,27
2021-02-01,Q,2,23,3,19,26,10,18
2021-02-01,R,1,57,1,21,19,17,27
2021-02-01,R,2,12,1,5,5,4,5
2021-02-01,S 42nd,1,0,0,0,0,0,2
2021-02-01,S 42nd,2,0,0,2,0,0,0
2021-02-01,S Fkln,1,0,0,5,0,0,1
2021-02-01,S Fkln,2,0,0,1,0,1,1
2021-02-01,S Rock,1,0,9,2,2,0,1
2021-02-01,S Rock,2,1,4,2,3,0,0
2021-03-01,1,1,174,1,26,23,43,43
2021-03-01,1,2,36,0,10,7,4,8
2021-03-01,2,1,204,1,46,72,36,50
2021-03-01,2,2,40,3,7,40,11,19
2021-03-01,3,1,97,0,17,34,12,33
2021-03-01,3,2,39,0,3,29,11,16
2021-03-01,4,1,133,1,28,47,42,63
2021-03-01,4,2,26,0,10,23,15,18
2021-03-01,5,1,89,1,19,26,25,45
2021-03-01,5,2,17,0,4,14,2,8
2021-03-01,6,1,109,0,47,38,23,97
2021-03-01,6,2,40,1,4,12,5,39
2021-03-01,7,1,102,0,38,7,17,15
2021-03-01,7,2,13,0,4,1,2,4
2021-03-01,A,1,135,46,56,77,39,53
2021-03-01,A,2,37,12,13,7,13,18
2021-03-01,B,1,96,1,31,37,8,21
2021-03-01,C,1,49,0,9,19,2,19
2021-03-01,C,2,20,0,5,1,3,9
2021-03-01,D,1,71,0,34,52,36,52
2021-03-01,D,2,25,0,10,13,4,8
2021-03-01,E,1,29,0,60,40,25,27
2021-03-01,E,2,6,0,2,0,3,1
2021-03-01,F,1,70,0,60,32,59,38
2021-03-01,F,2,26,0,13,10,13,8
2021-03-01,G,1,34,0,16,38,28,9
2021-03-01,G,2,7,0,2,15,11,4
2021-03-01,JZ,1,36,3,25,39,18,39
2021-03-01,JZ,2,12,0,10,11,5,18
2021-03-01,L,1,55,0,29,2,18,15
2021-03-01,L,2,4,0,7,1,2,6
2021-03-01,M,1,38,0,33,19,5,16
2021-03-01,M,2,1,0,0,0,0,0
2021-03-01,N,1,99,1,48,52,46,31
2021-03-01,N,2,27,0,5,8,13,11
2021-03-01,Q,1,57,2,43,58,40,35
2021-03-01,Q,2,12,0,6,19,6,9
2021-03-01,R,1,49,1,13,30,26,21
2021-03-01,R,2,13,0,2,0,2,7
2021-03-01,S 42nd,1,0,0,1,0,2,0
2021-03-01,S Fkln,1,0,0,1,0,0,0
2021-03-01,S Rock,1,0,19,4,2,0,2
2021-03-01,S Rock,2,0,0,0,0,0,0
2021-04-01,1,1,119,5,33,31,26,31
2021-04-01,1,2,49,0,4,7,9,7
2021-04-01,2,1,113,2,21,60,22,35
2021-04-01,2,2,33,1,3,49,10,23
2021-04-01,3,1,86,2,18,18,16,28
2021-04-01,3,2,38,0,4,35,17,17
2021-04-01,4,1,123,1,34,29,42,50
2021-04-01,4,2,37,0,15,22,8,14
2021-04-01,5,1,67,1,27,20,20,37
2021-04-01,5,2,12,1,4,20,5,9
2021-04-01,6,1,105,3,34,44,25,78
2021-04-01,6,2,40,0,6,15,11,25
2021-04-01,7,1,87,0,29,7,25,20
2021-04-01,7,2,15,0,10,3,5,6
2021-04-01,A,1,115,30,58,90,45,43
2021-04-01,A,2,55,11,6,18,11,17
2021-04-01,B,1,59,0,20,38,7,20
2021-04-01,C,1,36,0,8,15,3,23
2021-04-01,C,2,48,0,4,10,3,11
2021-04-01,D,1,78,0,23,67,31,27
2021-04-01,D,2,18,0,7,2,4,6
2021-04-01,E,1,14,0,48,43,29,24
2021-04-01,E,2,3,0,3,2,11,8
2021-04-01,F,1,39,0,52,15,35,29
2021-04-01,F,2,22,0,3,17,5,8
2021-04-01,G,1,25,0,25,28,19,12
2021-04-01,G,2,7,0,1,25,7,5
2021-04-01,JZ,1,21,0,23,33,19,30
2021-04-01,JZ,2,15,0,9,3,4,10
2021-04-01,L,1,30,0,11,1,18,15
2021-04-01,L,2,9,0,9,1,2,7
2021-04-01,M,1,31,2,30,14,3,16
2021-04-01,M,2,2,0,0,0,2,1
2021-04-01,N,1,79,1,47,49,40,27
2021-04-01,N,2,29,2,4,16,15,11
2021-04-01,Q,1,50,0,35,46,29,39
2021-04-01,Q,2,28,0,8,16,9,9
2021-04-01,R,1,43,0,20,23,23,31
2021-04-01,R,2,21,0,2,10,4,5
2021-04-01,S 42nd,1,2,0,1,0,0,0
2021-04-01,S 42nd,2,0,0,2,0,0,0
2021-04-01,S Fkln,1,0,0,1,0,0,0
2021-04-01,S Fkln,2,0,0,1,0,0,0
2021-04-01,S Rock,1,1,18,1,0,0,4
2021-04-01,S Rock,2,1,8,1,0,0,0
2021-05-01,1,1,108,2,31,15,13,33
2021-05-01,1,2,83,0,5,4,4,18
2021-05-01,2,1,94,0,29,37,25,39
2021-05-01,2,2,69,2,27,52,18,38
2021-05-01,3,1,69,0,17,21,8,19
2021-05-01,3,2,67,1,13,52,14,18
2021-05-01,4,1,87,3,39,26,33,40
2021-05-01,4,2,52,0,13,24,21,26
2021-05-01,5,1,74,1,14,12,20,31
2021-05-01,5,2,24,4,9,18,6,16
2021-05-01,6,1,58,0,36,42,26,56
2021-05-01,6,2,76,1,10,21,10,37
2021-05-01,7,1,75,1,49,10,17,22
2021-05-01,7,2,53,0,13,12,9,8
2021-05-01,A,1,192,40,35,82,34,50
2021-05-01,A,2,73,23,16,21,17,19
2021-05-01,B,1,127,0,19,43,5,15
2021-05-01,C,1,75,0,15,18,2,19
2021-05-01,C,2,32,0,5,11,3,15
2021-05-01,D,1,134,0,32,53,41,32
2021-05-01,D,2,42,1,11,21,12,21
2021-05-01,E,1,50,1,52,48,34,20
2021-05-01,E,2,16,2,13,9,8,8
2021-05-01,F,1,184,2,65,38,33,38
2021-05-01,F,2,50,1,15,24,16,7
2021-05-01,G,1,64,0,23,41,27,5
2021-05-01,G,2,17,0,9,31,9,6
2021-05-01,JZ,1,61,1,29,20,16,30
2021-05-01,JZ,2,18,1,14,5,7,10
2021-05-01,L,1,40,1,12,1,17,7
2021-05-01,L,2,17,1,10,1,3,4
2021-05-01,M,1,51,1,26,21,6,17
2021-05-01,M,2,8,0,2,0,1,3
2021-05-01,N,1,160,2,49,50,40,31
2021-05-01,N,2,60,0,14,27,16,20
2021-05-01,Q,1,104,0,32,59,26,30
2021-05-01,Q,2,38,3,17,32,9,20
2021-05-01,R,1,74,0,31,18,19,26
2021-05-01,R,2,17,0,8,8,6,11
2021-05-01,S 42nd,1,1,0,3,0,0,0
2021-05-01,S 42nd,2,0,0,1,0,0,1
2021-05-01,S Fkln,1,0,1,0,0,0,0
2021-05-01,S Fkln,2,0,0,1,0,0,0
2021-05-01,S Rock,1,2,8,3,0,3,0
2021-05-01,S Rock,2,1,3,0,1,0,0
2021-06-01,1,1,203,0,40,29,11,29
2021-06-01,1,2,94,1,10,0,2,13
2021-06-01,2,1,213,1,33,39,19,42
2021-06-01,2,2,86,1,15,44,18,21
2021-06-01,3,1,159,0,22,13,5,26
2021-06-01,3,2,72,0,10,36,7,11
2021-06-01,4,1,186,0,54,43,31,51
2021-06-01,4,2,68,0,10,34,14,16
2021-06-01,5,1,154,5,32,20,22,25
2021-06-01,5,2,52,0,8,25,5,15
2021-06-01,6,1,153,1,56,48,36,66
2021-06-01,6,2,89,0,7,19,12,19
2021-06-01,7,1,172,2,43,5,29,13
2021-06-01,7,2,43,1,5,2,10,3
2021-06-01,A,1,233,48,62,101,33,61
2021-06-01,A,2,125,21,16,39,10,22
2021-06-01,B,1,160,0,24,66,6,16
2021-06-01,C,1,82,0,15,30,1,11
2021-06-01,C,2,32,0,3,28,2,11
2021-06-01,D,1,162,3,43,58,49,40
2021-06-01,D,2,59,0,12,15,9,11
2021-06-01,E,1,99,0,85,44,41,29
2021-06-01,E,2,20,0,5,7,10,11
2021-06-01,F,1,232,0,104,67,43,28
2021-06-01,F,2,41,0,17,11,8,9
2021-06-01,G,1,73,0,31,49,50,13
2021-06-01,G,2,13,0,9,32,11,3
2021-06-01,JZ,1,72,0,14,34,16,22
2021-06-01,JZ,2,13,1,5,11,5,5
2021-06-01,L,1,84,1,22,5,24,14
2021-06-01,L,2,20,1,6,5,4,7
2021-06-01,M,1,111,0,35,34,6,9
2021-06-01,M,2,6,0,5,0,2,1
2021-06-01,N,1,252,2,54,59,52,39
2021-06-01,N,2,56,0,11,24,14,6
2021-06-01,Q,1,143,5,49,61,30,41
2021-06-01,Q,2,42,0,13,47,10,21
2021-06-01,R,1,137,0,50,33,17,19
2021-06-01,R,2,41,0,15,7,11,8
2021-06-01,S 42nd,1,0,0,4,1,0,2
2021-06-01,S 42nd,2,0,0,1,1,0,0
2021-06-01,S Fkln,1,0,0,1,0,0,1
2021-06-01,S Fkln,2,1,0,0,0,1,0
2021-06-01,S Rock,1,4,22,5,1,2,3
2021-06-01,S Rock,2,1,7,1,4,0,0
2021-07-01,1,1,244,3,47,30,28,45
2021-07-01,1,2,15,0,13,8,5,12
2021-07-01,2,1,201,1,34,45,33,51
2021-07-01,2,2,23,1,14,44,22,24
2021-07-01,3,1,156,0,19,21,8,24
2021-07-01,3,2,17,0,6,45,12,9
2021-07-01,4,1,167,0,37,33,32,40
2021-07-01,4,2,18,1,18,32,18,23
2021-07-01,5,1,174,1,31,24,28,28
2021-07-01,5,2,0,0,4,10,4,7
2021-07-01,6,1,169,3,54,46,37,76
2021-07-01,6,2,20,0,10,7,20,25
2021-07-01,7,1,129,2,32,8,14,12
2021-07-01,7,2,25,2,12,8,7,7
2021-07-01,A,1,279,9,62,90,38,34
2021-07-01,A,2,88,4,26,30,11,21
2021-07-01,B,1,166,0,23,48,8,14
2021-07-01,C,1,134,0,23,33,8,16
2021-07-01,C,2,38,0,9,26,0,9
2021-07-01,D,1,288,2,37,65,41,39
2021-07-01,D,2,116,1,14,30,9,18
2021-07-01,E,1,123,3,72,59,53,22
2021-07-01,E,2,10,0,9,10,16,9
2021-07-01,F,1,355,3,112,36,43,34
2021-07-01,F,2,36,1,8,14,8,9
2021-07-01,G,1,79,1,18,31,30,11
2021-07-01,G,2,23,0,1,26,14,8
2021-07-01,JZ,1,90,3,29,23,26,13
2021-07-01,JZ,2,20,1,7,17,6,11
2021-07-01,L,1,92,0,20,2,22,8
2021-07-01,L,2,19,0,10,0,3,5
2021-07-01,M,1,111,3,27,42,12,11
2021-07-01,M,2,12,0,3,0,0,2
2021-07-01,N,1,299,1,61,42,42,42
2021-07-01,N,2,64,0,7,30,8,14
2021-07-01,Q,1,184,3,49,58,46,23
2021-07-01,Q,2,53,0,20,29,6,16
2021-07-01,R,1,160,0,35,31,16,20
2021-07-01,R,2,23,0,13,6,6,5
2021-07-01,S 42nd,1,0,0,8,0,0,2
2021-07-01,S 42nd,2,0,0,3,0,0,1
2021-07-01,S Fkln,1,0,1,3,0,1,1
2021-07-01,S Fkln,2,1,0,2,0,1,1
2021-07-01,S Rock,1,3,0,2,0,0,0
2021-07-01,S Rock,2,9,2,4,4,1,0
2021-08-01,1,1,164,0,29,36,19,36
2021-08-01,1,2,30,1,9,5,4,18
2021-08-01,2,1,148,3,30,61,25,29
2021-08-01,2,2,38,1,17,37,13,20
2021-08-01,3,1,152,0,18,23,4,25
2021-08-01,3,2,16,0,14,33,5,10
2021-08-01,4,1,152,0,44,38,29,27
2021-08-01,4,2,30,0,18,22,15,23
2021-08-01,5,1,130,0,25,14,23,18
2021-08-01,5,2,10,1,6,23,2,6
2021-08-01,6,1,138,1,49,55,32,68
2021-08-01,6,2,21,0,9,12,20,18
2021-08-01,7,1,138,0,24,2,15,16
2021-08-01,7,2,22,2,11,5,4,7
2021-08-01,A,1,172,3,76,105,45,62
2021-08-01,A,2,36,1,25,25,13,18
2021-08-01,B,1,101,0,24,46,6,26
2021-08-01,C,1,93,1,26,44,4,33
2021-08-01,C,2,16,0,13,18,4,14
2021-08-01,D,1,164,0,44,63,45,28
2021-08-01,D,2,39,1,6,26,9,15
2021-08-01,E,1,90,1,66,78,37,35
2021-08-01,E,2,17,0,11,4,9,6
2021-08-01,F,1,206,0,79,54,40,27
2021-08-01,F,2,37,0,20,12,15,9
2021-08-01,G,1,40,0,29,58,28,11
2021-08-01,G,2,24,0,7,19,10,8
2021-08-01,JZ,1,45,0,17,23,17,25
2021-08-01,JZ,2,23,1,6,8,3,8
2021-08-01,L,1,74,3,21,5,12,12
2021-08-01,L,2,20,1,11,1,1,6
2021-08-01,M,1,85,1,24,46,5,15
2021-08-01,M,2,1,0,1,0,0,3
2021-08-01,N,1,151,3,57,57,40,51
2021-08-01,N,2,43,2,15,17,11,11
2021-08-01,Q,1,107,3,58,62,33,35
2021-08-01,Q,2,31,9,17,21,7,16
2021-08-01,R,1,89,0,54,36,15,25
2021-08-01,R,2,32,1,10,5,5,4
2021-08-01,S 42nd,1,0,0,7,0,0,2
2021-08-01,S 42nd,2,0,0,1,0,0,1
2021-08-01,S Fkln,1,1,1,4,0,0,0
2021-08-01,S Fkln,2,0,1,1,0,0,2
2021-08-01,S Rock,1,2,2,6,5,3,2
2021-08-01,S Rock,2,2,0,0,6,0,2
2021-09-01,1,1,64,1,37,49,16,35
2021-09-01,1,2,16,1,7,4,6,11
2021-09-01,2,1,50,0,32,60,28,32
2021-09-01,2,2,18,1,18,41,16,22
2021-09-01,3,1,45,0,18,16,9,24
2021-09-01,3,2,7,0,2,41,10,10
2021-09-01,4,1,70,3,40,40,33,37
2021-09-01,4,2,11,0,28,30,16,16
2021-09-01,5,1,23,1,15,23,21,28
2021-09-01,5,2,6,0,2,11,5,3
2021-09-01,6,1,35,0,41,45,29,60
2021-09-01,6,2,15,1,10,21,8,13
2021-09-01,7,1,58,2,29,7,11,14
2021-09-01,7,2,10,0,8,5,8,12
2021-09-01,A,1,36,36,70,84,39,55
2021-09-01,A,2,21,19,11,21,17,29
2021-09-01,B,1,41,2,23,72,2,24
2021-09-01,C,1,29,1,30,47,8,31
2021-09-01,C,2,12,2,4,12,4,14
2021-09-01,D,1,70,1,42,52,37,26
2021-09-01,D,2,15,0,16,13,11,13
2021-09-01,E,1,25,1,89,72,44,24
2021-09-01,E,2,5,2,11,12,10,8
2021-09-01,F,1,73,1,93,58,42,39
2021-09-01,F,2,12,0,16,9,18,17
2021-09-01,G,1,8,0,27,62,30,8
2021-09-01,G,2,1,0,3,18,8,1
2021-09-01,JZ,1,14,1,16,40,20,23
2021-09-01,JZ,2,10,0,4,15,4,9
2021-09-01,L,1,25,1,20,3,18,6
2021-09-01,L,2,7,0,6,0,3,7
2021-09-01,M,1,27,1,24,76,7,25
2021-09-01,M,2,0,0,0,0,0,2
2021-09-01,N,1,52,0,62,88,48,44
2021-09-01,N,2,20,0,9,22,18,15
2021-09-01,Q,1,36,3,42,68,34,32
2021-09-01,Q,2,10,0,17,25,9,12
2021-09-01,R,1,37,2,48,58,24,21
2021-09-01,R,2,12,1,13,18,7,6
2021-09-01,S 42nd,1,0,0,1,0,0,0
2021-09-01,S Fkln,1,0,0,6,0,0,4
2021-09-01,S Fkln,2,0,0,2,0,0,1
2021-09-01,S Rock,1,0,9,5,5,4,0
2021-09-01,S Rock,2,0,12,1,2,0,2
2021-10-01,1,1,59,2,35,49,14,50
2021-10-01,1,2,20,1,8,2,7,29
2021-10-01,2,1,52,2,42,61,27,51
2021-10-01,2,2,25,1,16,69,19,26
2021-10-01,3,1,58,0,30,25,9,23
2021-10-01,3,2,5,1,5,69,17,19
2021-10-01,4,1,57,2,36,38,43,44
2021-10-01,4,2,21,1,11,30,20,26
2021-10-01,5,1,47,0,28,22,30,25
2021-10-01,5,2,5,0,1,18,9,9
2021-10-01,6,1,68,1,31,72,27,75
2021-10-01,6,2,22,2,10,25,19,31
2021-10-01,7,1,57,0,33,12,28,26
2021-10-01,7,2,17,1,2,3,18,10
2021-10-01,A,1,76,70,73,114,45,57
2021-10-01,A,2,12,16,17,25,17,37
2021-10-01,B,1,34,0,22,43,7,21
2021-10-01,B,2,0,0,0,0,0,0
2021-10-01,C,1,29,1,29,58,8,35
2021-10-01,C,2,7,0,6,15,4,5
2021-10-01,D,1,66,1,35,64,40,35
2021-10-01,D,2,17,1,20,20,12,7
2021-10-01,E,1,31,1,65,75,58,38
2021-10-01,E,2,5,0,8,9,19,13
2021-10-01,F,1,109,0,98,60,53,41
2021-10-01,F,2,14,0,20,16,16,13
2021-10-01,G,1,9,1,24,60,36,16
2021-10-01,G,2,6,0,8,22,10,6
2021-10-01,JZ,1,16,0,18,37,19,15
2021-10-01,JZ,2,7,1,5,7,6,11
2021-10-01,L,1,19,2,16,4,16,16
2021-10-01,L,2,17,2,12,4,5,8
2021-10-01,M,1,20,0,24,68,13,27
2021-10-01,M,2,1,0,1,0,1,2
2021-10-01,N,1,52,3,62,55,46,51
2021-10-01,N,2,17,0,15,35,12,18
2021-10-01,Q,1,29,1,46,40,24,33
2021-10-01,Q,2,14,1,20,17,13,16
2021-10-01,R,1,38,0,54,62,35,31
2021-10-01,R,2,22,0,14,22,4,13
2021-10-01,S 42nd,1,0,0,1,0,0,0
2021-10-01,S 42nd,2,0,0,3,1,0,0
2021-10-01,S Fkln,1,0,0,3,0,0,1
2021-10-01,S Fkln,2,0,0,0,0,3,0
2021-10-01,S Rock,1,0,19,4,7,3,2
2021-10-01,S Rock,2,0,5,0,1,0,0
2021-11-01,1,1,33,5,47,65,15,89
2021-11-01,1,2,9,2,11,11,7,26
2021-11-01,2,1,40,0,43,49,24,59
2021-11-01,2,2,16,0,11,57,12,35
2021-11-01,3,1,28,1,23,19,7,47
2021-11-01,3,2,6,0,13,36,6,15
2021-11-01,4,1,34,3,50,56,34,62
2021-11-01,4,2,9,1,18,35,12,19
2021-11-01,5,1,31,3,38,35,27,47
2021-11-01,5,2,0,0,3,16,2,8
2021-11-01,6,1,36,0,59,67,30,101
2021-11-01,6,2,7,1,12,22,17,36
2021-11-01,7,1,26,0,37,7,21,33
2021-11-01,7,2,8,0,9,3,11,7
2021-11-01,A,1,46,83,90,108,45,92
2021-11-01,A,2,12,18,17,22,13,27
2021-11-01,B,1,31,0,35,53,4,25
2021-11-01,C,1,21,2,17,66,13,45
2021-11-01,C,2,7,1,7,10,6,16
2021-11-01,D,1,59,0,29,64,53,46
2021-11-01,D,2,20,0,9,28,18,23
2021-11-01,E,1,34,1,61,67,57,36
2021-11-01,E,2,8,0,5,8,14,15
2021-11-01,F,1,58,1,94,68,39,48
2021-11-01,F,2,7,1,10,12,14,19
2021-11-01,G,1,8,0,21,41,23,17
2021-11-01,G,2,3,0,3,13,3,6
2021-11-01,JZ,1,13,2,24,44,13,20
2021-11-01,JZ,2,6,0,6,15,4,14
2021-11-01,L,1,14,1,26,0,32,17
2021-11-01,L,2,5,1,6,0,1,6
2021-11-01,M,1,25,0,35,77,8,31
2021-11-01,M,2,0,0,0,1,3,0
2021-11-01,N,1,50,0,49,45,41,73
2021-11-01,N,2,9,0,15,13,17,17
2021-11-01,Q,1,39,2,32,44,28,39
2021-11-01,Q,2,11,0,17,23,9,19
2021-11-01,R,1,36,0,47,44,24,46
2021-11-01,R,2,11,0,8,6,16,12
2021-11-01,S 42nd,1,0,0,1,0,0,6
2021-11-01,S 42nd,2,0,0,0,1,0,3
2021-11-01,S Fkln,1,2,0,0,0,1,0
2021-11-01,S Fkln,2,0,0,1,0,0,0
2021-11-01,S Rock,1,0,19,4,1,0,4
2021-11-01,S Rock,2,0,8,2,0,0,2
2021-12-01,1,1,64,5,36,68,20,103
2021-12-01,1,2,24,3,11,13,10,48
2021-12-01,2,1,73,4,54,64,46,75
2021-12-01,2,2,27,2,22,58,12,49
2021-12-01,3,1,32,0,18,25,3,45
2021-12-01,3,2,12,1,13,51,8,21
2021-12-01,4,1,74,1,34,60,31,75
2021-12-01,4,2,18,0,9,41,15,37
2021-12-01,5,1,46,3,21,25,24,47
2021-12-01,5,2,13,2,7,33,6,13
2021-12-01,6,1,82,2,35,90,30,109
2021-12-01,6,2,22,2,11,19,10,42
2021-12-01,7,1,71,1,44,3,28,29
2021-12-01,7,2,22,1,8,0,12,12
2021-12-01,A,1,52,48,67,93,42,94
2021-12-01,A,2,27,12,19,27,12,28
2021-12-01,B,1,45,1,25,69,3,27
2021-12-01,C,1,28,1,26,58,5,44
2021-12-01,C,2,15,0,7,23,0,24
2021-12-01,D,1,66,1,32,62,29,35
2021-12-01,D,2,20,0,9,9,5,22
2021-12-01,E,1,45,3,43,81,47,56
2021-12-01,E,2,15,1,3,3,9,12
2021-12-01,F,1,118,0,77,75,38,60
2021-12-01,F,2,16,0,10,4,10,20
2021-12-01,G,1,20,0,13,69,23,13
2021-12-01,G,2,9,0,4,4,3,9
2021-12-01,JZ,1,16,4,18,51,22,26
2021-12-01,JZ,2,7,3,10,18,5,21
2021-12-01,L,1,38,1,28,7,35,28
2021-12-01,L,2,10,0,8,2,4,14
2021-12-01,M,1,26,1,32,72,6,33
2021-12-01,M,2,3,0,0,0,2,5
2021-12-01,N,1,104,1,59,91,42,78
2021-12-01,N,2,21,1,11,25,18,28
2021-12-01,Q,1,38,0,41,68,27,32
2021-12-01,Q,2,21,1,10,32,9,22
2021-12-01,R,1,59,2,29,59,18,42
2021-12-01,R,2,17,1,12,11,8,22
2021-12-01,S 42nd,1,1,0,3,0,0,11
2021-12-01,S 42nd,2,0,0,3,0,0,0
2021-12-01,S Fkln,1,1,1,4,1,0,2
2021-12-01,S Rock,1,0,18,5,9,1,7
2021-12-01,S Rock,2,1,3,1,2,0,1
2022-01-01,1,1,38,4,38,86,17,96
2022-01-01,1,2,8,0,16,13,4,26
2022-01-01,2,1,31,5,49,56,26,86
2022-01-01,2,2,16,1,26,55,10,32
2022-01-01,3,1,10,2,20,39,16,51
2022-01-01,3,2,11,2,20,29,6,22
2022-01-01,4,1,37,0,52,59,19,83
2022-01-01,4,2,16,1,19,43,10,37
2022-01-01,5,1,28,2,22,21,25,47
2022-01-01,5,2,4,1,15,31,8,18
2022-01-01,6,1,34,4,41,108,24,140
2022-01-01,6,2,8,2,17,21,7,42
2022-01-01,7,1,46,10,49,8,23,35
2022-01-01,7,2,18,4,17,4,6,14
2022-01-01,A,1,35,45,101,100,37,90
2022-01-01,A,2,12,16,36,33,10,47
2022-01-01,B,1,12,0,23,23,5,9
2022-01-01,C,1,24,1,54,72,8,52
2022-01-01,C,2,16,0,14,16,1,23
2022-01-01,D,1,29,1,45,56,28,38
2022-01-01,D,2,17,2,20,15,6,19
2022-01-01,E,1,27,1,62,65,63,71
2022-01-01,E,2,15,0,12,9,10,22
2022-01-01,F,1,28,1,86,40,33,50
2022-01-01,F,2,9,0,24,6,10,15
2022-01-01,G,1,7,0,18,32,18,16
2022-01-01,G,2,3,0,6,4,11,5
2022-01-01,JZ,1,24,1,29,49,21,55
2022-01-01,JZ,2,11,2,21,16,4,21
2022-01-01,L,1,2,0,47,12,27,23
2022-01-01,L,2,7,0,16,1,10,5
2022-01-01,M,1,18,2,35,74,6,26
2022-01-01,M,2,0,0,5,1,0,1
2022-01-01,N,1,41,2,57,75,43,76
2022-01-01,N,2,14,5,32,26,10,27
2022-01-01,Q,1,22,8,44,63,37,71
2022-01-01,Q,2,14,5,31,24,11,29
2022-01-01,R,1,37,3,26,25,23,38
2022-01-01,R,2,12,0,11,7,5,26
2022-01-01,S 42nd,1,0,0,1,0,0,4
2022-01-01,S 42nd,2,0,0,0,0,0,1
2022-01-01,S Fkln,1,3,1,1,0,1,2
2022-01-01,S Fkln,2,0,0,4,0,0,0
2022-01-01,S Rock,1,2,26,3,11,2,3
2022-01-01,S Rock,2,0,6,6,3,0,0
2022-02-01,1,1,22,1,35,94,17,118
2022-02-01,1,2,11,1,14,20,6,41
2022-02-01,2,1,20,2,50,55,27,96
2022-02-01,2,2,10,2,19,48,18,62
2022-02-01,3,1,12,1,26,27,6,47
2022-02-01,3,2,3,1,6,32,3,20
2022-02-01,4,1,27,4,59,50,30,92
2022-02-01,4,2,12,1,14,78,20,55
2022-02-01,5,1,14,4,23,36,26,50
2022-02-01,5,2,5,1,2,12,3,9
2022-02-01,6,1,24,3,58,96,31,153
2022-02-01,6,2,11,0,14,23,9,43
2022-02-01,7,1,28,5,38,14,18,27
2022-02-01,7,2,11,1,14,4,11,13
2022-02-01,A,1,29,45,93,103,46,99
2022-02-01,A,2,15,23,24,48,16,55
2022-02-01,B,1,18,0,25,59,5,44
2022-02-01,C,1,18,2,28,63,7,61
2022-02-01,C,2,2,1,13,32,2,29
2022-02-01,D,1,25,2,49,61,35,47
2022-02-01,D,2,9,1,15,20,11,23
2022-02-01,E,1,22,2,60,75,43,71
2022-02-01,E,2,1,1,8,11,11,16
2022-02-01,F,1,26,2,87,47,35,65
2022-02-01,F,2,9,0,13,6,16,24
2022-02-01,G,1,9,1,16,42,18,15
2022-02-01,G,2,4,0,4,11,7,12
2022-02-01,JZ,1,16,3,37,43,24,49
2022-02-01,JZ,2,1,0,6,14,3,27
2022-02-01,L,1,5,1,30,5,36,20
2022-02-01,L,2,2,1,18,8,10,15
2022-02-01,M,1,9,2,46,60,8,30
2022-02-01,M,2,1,0,2,7,1,10
2022-02-01,N,1,33,0,53,78,33,85
2022-02-01,N,2,8,1,19,18,12,26
2022-02-01,Q,1,17,0,35,56,34,66
2022-02-01,Q,2,15,1,21,23,12,32
2022-02-01,R,1,9,1,39,46,14,53
2022-02-01,R,2,4,1,16,12,7,21
2022-02-01,S 42nd,1,1,0,3,0,0,0
2022-02-01,S 42nd,2,0,0,1,0,0,1
2022-02-01,S Fkln,1,1,0,0,0,1,2
2022-02-01,S Fkln,2,0,0,1,0,0,0
2022-02-01,S Rock,1,0,19,6,10,1,5
2022-02-01,S Rock,2,0,3,0,0,0,0
2022-03-01,1,1,13,3,42,109,37,144
2022-03-01,1,2,4,0,13,17,8,35
2022-03-01,2,1,18,2,56,80,28,109
2022-03-01,2,2,7,1,13,40,9,40
2022-03-01,3,1,15,0,23,27,7,57
2022-03-01,3,2,3,1,4,30,8,15
2022-03-01,4,1,25,0,47,60,36,91
2022-03-01,4,2,6,0,13,59,15,37
2022-03-01,5,1,15,2,24,37,32,47
2022-03-01,5,2,1,4,4,28,4,18
2022-03-01,6,1,21,1,62,154,44,185
2022-03-01,6,2,4,1,12,39,10,46
2022-03-01,7,1,19,2,59,15,17,47
2022-03-01,7,2,9,0,9,3,5,6
2022-03-01,A,1,27,42,77,119,49,99
2022-03-01,A,2,7,6,20,36,17,36
2022-03-01,B,1,19,1,26,96,18,29
2022-03-01,C,1,8,0,33,80,6,69
2022-03-01,C,2,3,0,3,24,6,24
2022-03-01,D,1,25,1,65,76,47,62
2022-03-01,D,2,24,0,13,26,13,28
2022-03-01,E,1,17,0,84,84,57,79
2022-03-01,E,2,3,1,10,11,12,16
2022-03-01,F,1,45,6,94,83,69,97
2022-03-01,F,2,5,2,6,7,20,19
2022-03-01,G,1,8,1,33,53,30,34
2022-03-01,G,2,1,0,1,18,8,6
