Month,Line,Day Type,Crew Availability,External Factors,Infrastructure & Equipment,Operating Conditions,Planned ROW Work,Police & Medical
2023-04-01,N,1,20,0,73,102,38,102
2023-04-01,N,2,3,1,23,47,20,23
2023-04-01,Q,1,11,1,50,84,29,68
2023-04-01,Q,2,8,2,24,37,18,21
2023-04-01,R,1,18,0,41,46,14,57
2023-04-01,R,2,6,0,18,22,19,31
2023-04-01,S 42nd,1,1,0,1,0,0,5
2023-04-01,S 42nd,2,0,0,2,1,0,2
2023-04-01,S Fkln,1,0,0,1,0,0,1
2023-04-01,S Fkln,2,0,1,1,0,0,1
2023-04-01,S Rock,1,1,10,1,4,1,0
2023-04-01,S Rock,2,0,3,1,0,0,0
2023-05-01,1,1,24,2,48,129,56,111
2023-05-01,1,2,7,1,8,30,15,26
2023-05-01,2,1,24,0,62,122,42,78
2023-05-01,2,2,16,1,17,63,13,29
2023-05-01,3,1,22,1,23,49,11,44
2023-05-01,3,2,3,0,6,32,4,11
2023-05-01,4,1,27,0,39,63,29,81
2023-05-01,4,2,7,1,19,57,10,27
2023-05-01,5,1,14,1,37,80,15,44
2023-05-01,5,2,1,1,9,45,4,17
2023-05-01,6,1,24,0,72,148,54,120
2023-05-01,6,2,1,0,13,32,8,26
2023-05-01,7,1,25,0,37,7,20,58
2023-05-01,7,2,6,0,19,8,7,36
2023-05-01,A,1,27,49,100,72,56,79
2023-05-01,A,2,10,12,22,27,22,33
2023-05-01,B,1,13,1,46,53,10,26
2023-05-01,C,1,16,0,23,65,6,43
2023-05-01,C,2,3,0,9,10,3,15
2023-05-01,D,1,31,0,65,64,46,118
2023-05-01,D,2,3,1,26,23,22,27
2023-05-01,E,1,10,0,74,78,70,50
2023-05-01,E,2,8,0,11,14,11,15
2023-05-01,F,1,20,2,74,101,58,84
2023-05-01,F,2,10,0,19,26,23,23
2023-05-01,G,1,6,0,26,59,39,18
2023-05-01,G,2,1,0,5,10,8,1
2023-05-01,JZ,1,9,1,41,27,25,30
2023-05-01,JZ,2,5,2,9,9,3,12
2023-05-01,L,1,6,0,23,1,33,11
2023-05-01,L,2,11,0,9,0,3,5
2023-05-01,M,1,7,0,44,53,14,32
2023-05-01,M,2,0,0,0,2,0,0
2023-05-01,N,1,25,4,72,118,54,100
2023-05-01,N,2,4,0,22,32,15,20
2023-05-01,Q,1,16,3,62,81,40,62
2023-05-01,Q,2,8,1,15,36,9,31
2023-05-01,R,1,14,3,45,62,23,64
2023-05-01,R,2,5,0,6,20,5,19
2023-05-01,S 42nd,1,0,0,2,0,0,2
2023-05-01,S 42nd,2,0,0,0,0,0,2
2023-05-01,S Fkln,1,0,0,1,0,2,3
2023-05-01,S Fkln,2,0,1,1,0,0,0
2023-05-01,S Rock,1,0,15,0,4,1,1
2023-05-01,S Rock,2,0,4,1,2,1,1
2023-06-01,1,1,24,1,42,97,41,86
2023-06-01,1,2,9,2,11,20,11,26
2023-06-01,2,1,27,1,56,107,39,44
2023-06-01,2,2,7,1,22,67,10,15
2023-06-01,3,1,27,1,28,42,7,30
2023-06-01,3,2,8,0,6,36,6,12
2023-06-01,4,1,33,0,45,48,29,81
2023-06-01,4,2,5,0,16,44,10,27
2023-06-01,5,1,16,0,31,54,4,30
2023-06-01,5,2,2,0,6,31,5,14
2023-06-01,6,1,30,0,46,113,47,83
2023-06-01,6,2,7,1,8,31,18,33
2023-06-01,7,1,28,0,36,7,21,62
2023-06-01,7,2,8,0,14,8,11,33
2023-06-01,A,1,24,43,110,78,63,64
2023-06-01,A,2,8,15,19,23,27,24
2023-06-01,B,1,7,1,30,49,11,33
2023-06-01,C,1,10,0,28,59,9,35
2023-06-01,C,2,3,0,5,13,6,6
2023-06-01,D,1,21,1,59,87,46,108
2023-06-01,D,2,4,0,10,13,16,25
2023-06-01,E,1,21,0,49,89,67,51
2023-06-01,E,2,6,0,5,13,19,7
2023-06-01,F,1,26,0,85,87,95,86
2023-06-01,F,2,4,0,8,20,29,13
2023-06-01,G,1,9,1,26,49,52,16
2023-06-01,G,2,1,0,7,17,10,3
2023-06-01,JZ,1,15,1,19,41,27,34
2023-06-01,JZ,2,4,1,13,4,8,15
2023-06-01,L,1,14,3,23,6,29,17
2023-06-01,L,2,7,0,11,2,3,4
2023-06-01,M,1,13,1,48,56,9,29
2023-06-01,M,2,1,0,1,0,1,2
2023-06-01,N,1,25,3,79,105,60,143
2023-06-01,N,2,7,0,20,37,24,22
2023-06-01,Q,1,17,2,43,77,56,63
2023-06-01,Q,2,11,0,25,20,29,31
2023-06-01,R,1,20,1,66,88,23,47
2023-06-01,R,2,10,2,15,19,14,12
2023-06-01,S 42nd,1,1,0,3,0,0,1
2023-06-01,S Fkln,1,0,1,5,0,0,3
2023-06-01,S Rock,1,1,16,5,2,4,6
2023-06-01,S Rock,2,0,8,3,1,1,2
2023-07-01,1,1,21,1,51,104,47,81
2023-07-01,1,2,7,0,12,15,10,22
2023-07-01,2,1,17,3,60,97,42,69
2023-07-01,2,2,12,1,31,76,18,34
2023-07-01,3,1,16,0,24,59,5,29
2023-07-01,3,2,7,1,9,27,6,14
2023-07-01,4,1,23,0,61,51,32,61
2023-07-01,4,2,5,1,25,56,20,35
2023-07-01,5,1,15,0,35,65,12,22
2023-07-01,5,2,3,1,6,27,7,8
2023-07-01,6,1,23,0,63,109,43,84
2023-07-01,6,2,9,0,15,29,25,36
2023-07-01,7,1,23,1,51,5,33,44
2023-07-01,7,2,12,1,32,8,19,31
2023-07-01,A,1,26,42,107,72,48,57
2023-07-01,A,2,14,17,48,38,31,29
2023-07-01,B,1,7,2,37,55,11,28
2023-07-01,C,1,9,0,29,96,11,37
2023-07-01,C,2,7,0,10,15,11,17
2023-07-01,D,1,23,1,44,65,41,85
2023-07-01,D,2,9,1,18,16,18,25
2023-07-01,E,1,13,0,57,77,61,33
2023-07-01,E,2,3,0,20,11,32,6
2023-07-01,F,1,30,2,106,91,83,69
2023-07-01,F,2,14,0,31,15,31,23
2023-07-01,G,1,4,0,21,45,49,15
2023-07-01,G,2,0,0,5,20,10,11
2023-07-01,JZ,1,5,3,25,60,25,32
2023-07-01,JZ,2,8,0,10,34,8,17
2023-07-01,L,1,11,0,29,2,23,21
2023-07-01,L,2,2,0,14,1,3,4
2023-07-01,M,1,18,0,33,54,6,26
2023-07-01,M,2,1,0,4,7,0,1
2023-07-01,N,1,24,4,93,122,47,109
2023-07-01,N,2,3,1,24,57,23,27
2023-07-01,Q,1,20,1,52,64,45,65
2023-07-01,Q,2,11,1,39,61,27,31
2023-07-01,R,1,19,0,53,73,25,45
2023-07-01,R,2,7,0,19,29,5,23
2023-07-01,S 42nd,1,0,0,3,0,0,5
2023-07-01,S 42nd,2,0,0,1,0,0,1
2023-07-01,S Fkln,1,0,0,1,1,0,2
2023-07-01,S Fkln,2,0,0,0,0,0,2
2023-07-01,S Rock,1,0,15,7,2,4,8
2023-07-01,S Rock,2,1,11,6,4,2,4
2023-08-01,1,1,26,1,58,91,53,84
2023-08-01,1,2,8,1,8,5,6,15
2023-08-01,2,1,27,2,48,87,45,64
2023-08-01,2,2,10,1,16,43,20,28
2023-08-01,3,1,21,3,20,48,9,24
2023-08-01,3,2,2,0,4,27,4,9
2023-08-01,4,1,34,1,54,53,39,52
2023-08-01,4,2,11,0,9,39,11,25
2023-08-01,5,1,18,1,33,72,12,31
2023-08-01,5,2,0,0,5,19,18,17
2023-08-01,6,1,26,4,56,126,49,101
2023-08-01,6,2,7,0,8,22,16,22
2023-08-01,7,1,38,1,63,12,21,41
2023-08-01,7,2,10,0,15,9,5,21
2023-08-01,A,1,32,55,121,89,69,65
2023-08-01,A,2,2,16,24,25,14,30
2023-08-01,B,1,4,2,29,65,8,29
2023-08-01,C,1,9,1,60,93,13,46
2023-08-01,C,2,7,0,8,19,3,15
2023-08-01,D,1,22,1,45,61,48,51
2023-08-01,D,2,4,0,10,13,10,12
2023-08-01,E,1,15,0,71,70,66,39
2023-08-01,E,2,9,0,17,14,16,14
2023-08-01,F,1,23,0,137,97,103,76
2023-08-01,F,2,8,1,13,21,14,15
2023-08-01,G,1,9,0,24,33,54,16
2023-08-01,G,2,2,0,5,22,12,2
2023-08-01,JZ,1,14,1,21,61,28,24
2023-08-01,JZ,2,0,1,6,15,10,14
2023-08-01,L,1,7,0,29,5,44,20
2023-08-01,L,2,1,0,7,0,6,0
2023-08-01,M,1,11,2,33,53,9,16
2023-08-01,M,2,1,0,2,2,1,0
2023-08-01,N,1,32,2,86,116,58,83
2023-08-01,N,2,4,0,14,28,18,22
2023-08-01,Q,1,22,3,53,78,42,65
2023-08-01,Q,2,10,1,18,28,17,29
2023-08-01,R,1,11,0,50,74,21,55
2023-08-01,R,2,10,0,10,9,3,13
2023-08-01,S 42nd,1,0,0,2,0,0,4
2023-08-01,S 42nd,2,0,0,1,0,0,0
2023-08-01,S Fkln,1,0,1,2,0,0,0
2023-08-01,S Fkln,2,0,1,1,0,0,0
2023-08-01,S Rock,1,0,22,5,1,3,2
2023-08-01,S Rock,2,1,16,3,4,2,2
2023-09-01,1,1,27,0,49,110,33,71
2023-09-01,1,2,9,0,9,24,10,30
2023-09-01,2,1,31,1,46,110,43,58
2023-09-01,2,2,14,4,19,53,25,27
2023-09-01,3,1,24,2,29,50,11,36
2023-09-01,3,2,9,3,9,33,9,16
2023-09-01,4,1,29,0,50,53,28,50
2023-09-01,4,2,11,0,18,43,16,26
2023-09-01,5,1,14,2,27,63,8,29
2023-09-01,5,2,6,3,4,21,17,7
2023-09-01,6,1,23,3,46,146,37,108
2023-09-01,6,2,12,2,20,39,18,32
2023-09-01,7,1,28,1,33,4,34,34
2023-09-01,7,2,4,0,9,6,8,23
2023-09-01,A,1,31,46,95,83,52,63
2023-09-01,A,2,10,19,35,15,35,32
2023-09-01,B,1,17,2,33,43,4,30
2023-09-01,C,1,8,0,35,62,17,49
2023-09-01,C,2,5,3,18,18,11,26
2023-09-01,D,1,22,1,57,47,43,64
2023-09-01,D,2,5,2,10,12,18,21
2023-09-01,E,1,23,0,59,68,68,35
2023-09-01,E,2,5,0,13,17,32,21
2023-09-01,F,1,19,3,91,102,86,84
2023-09-01,F,2,8,2,20,23,36,22
2023-09-01,G,1,9,0,19,55,46,18
2023-09-01,G,2,1,1,5,14,10,5
2023-09-01,JZ,1,14,6,23,33,26,33
2023-09-01,JZ,2,8,1,13,16,10,15
2023-09-01,L,1,14,1,20,1,34,13
2023-09-01,L,2,1,0,10,0,7,5
2023-09-01,M,1,3,1,11,22,12,14
2023-09-01,M,2,1,0,4,2,0,1
2023-09-01,N,1,15,5,85,116,51,99
2023-09-01,N,2,4,3,25,39,19,25
2023-09-01,Q,1,20,3,46,70,38,41
2023-09-01,Q,2,4,2,20,23,16,25
2023-09-01,R,1,16,0,39,57,12,55
2023-09-01,R,2,4,1,9,31,10,17
2023-09-01,S 42nd,1,0,0,1,0,1,0
2023-09-01,S 42nd,2,1,0,0,0,0,3
2023-09-01,S Fkln,1,0,0,5,0,0,0
2023-09-01,S Fkln,2,0,1,0,0,0,0
2023-09-01,S Rock,1,0,17,4,2,1,3
2023-09-01,S Rock,2,0,14,1,0,2,1
2023-10-01,1,1,25,3,49,115,57,83
2023-10-01,1,2,11,1,22,25,17,26
2023-10-01,2,1,32,3,50,121,63,61
2023-10-01,2,2,10,1,19,63,25,34
2023-10-01,3,1,21,1,27,76,13,38
2023-10-01,3,2,2,0,9,33,3,15
2023-10-01,4,1,32,2,52,73,33,71
2023-10-01,4,2,8,3,18,39,13,21
2023-10-01,5,1,15,1,40,91,16,56
2023-10-01,5,2,5,0,4,40,2,17
2023-10-01,6,1,34,1,42,175,47,160
2023-10-01,6,2,4,0,18,25,14,36
2023-10-01,7,1,34,0,41,13,45,49
2023-10-01,7,2,4,0,12,8,9,20
2023-10-01,A,1,31,85,115,78,55,99
2023-10-01,A,2,7,10,35,15,21,27
2023-10-01,B,1,9,1,36,39,5,29
2023-10-01,C,1,12,2,40,97,14,40
2023-10-01,C,2,4,0,8,20,5,15
2023-10-01,D,1,18,0,42,81,48,96
2023-10-01,D,2,8,1,9,20,11,22
2023-10-01,E,1,23,2,65,81,78,62
2023-10-01,E,2,9,0,14,14,21,17
2023-10-01,F,1,18,0,110,76,73,97
2023-10-01,F,2,6,0,29,22,33,15
2023-10-01,G,1,12,1,16,67,46,11
2023-10-01,G,2,3,0,7,11,12,6
2023-10-01,JZ,1,8,3,27,42,24,36
2023-10-01,JZ,2,4,0,9,17,3,19
2023-10-01,L,1,6,0,29,4,24,24
2023-10-01,L,2,2,0,5,0,5,8
2023-10-01,M,1,5,0,12,21,2,17
2023-10-01,M,2,0,0,7,2,2,1
2023-10-01,N,1,21,2,68,108,58,82
2023-10-01,N,2,7,0,18,34,9,27
2023-10-01,Q,1,18,3,54,75,50,62
2023-10-01,Q,2,4,2,14,15,8,14
2023-10-01,R,1,16,0,42,50,28,52
2023-10-01,R,2,4,0,15,14,8,21
2023-10-01,S 42nd,1,0,0,0,0,0,1
2023-10-01,S 42nd,2,0,0,0,0,0,1
2023-10-01,S Fkln,1,1,0,4,0,3,2
2023-10-01,S Fkln,2,0,0,1,0,0,2
2023-10-01,S Rock,1,0,34,1,1,2,0
2023-10-01,S Rock,2,1,5,0,0,1,1
2023-11-01,1,1,19,8,39,86,38,91
2023-11-01,1,2,11,1,9,20,7,30
2023-11-01,2,1,26,0,53,123,47,74
2023-11-01,2,2,6,0,20,65,11,27
2023-11-01,3,1,20,2,17,66,6,35
2023-11-01,3,2,5,0,8,31,5,6
2023-11-01,4,1,37,0,41,62,24,64
2023-11-01,4,2,6,1,14,48,16,36
2023-11-01,5,1,19,3,41,83,19,50
2023-11-01,5,2,4,0,9,43,10,22
2023-11-01,6,1,27,4,74,180,40,140
2023-11-01,6,2,12,1,12,34,15,29
2023-11-01,7,1,37,0,45,8,39,40
2023-11-01,7,2,12,0,6,10,29,13
2023-11-01,A,1,30,58,69,91,56,82
2023-11-01,A,2,6,18,26,16,30,30
2023-11-01,B,1,12,2,38,62,7,43
2023-11-01,C,1,8,0,29,87,7,59
2023-11-01,C,2,3,0,5,18,5,24
2023-11-01,D,1,18,1,40,69,47,83
2023-11-01,D,2,9,1,17,21,14,19
2023-11-01,E,1,21,0,78,60,82,55
2023-11-01,E,2,3,1,14,17,24,18
2023-11-01,F,1,20,0,95,79,67,97
2023-11-01,F,2,8,0,24,21,34,25
2023-11-01,G,1,12,0,23,47,46,26
2023-11-01,G,2,1,0,3,9,4,7
2023-11-01,JZ,1,11,3,37,40,26,36
2023-11-01,JZ,2,8,1,6,12,7,21
2023-11-01,L,1,5,0,29,2,36,12
2023-11-01,L,2,1,1,11,0,0,8
2023-11-01,M,1,2,2,18,22,5,19
2023-11-01,M,2,1,0,2,3,0,1
2023-11-01,N,1,19,1,81,117,54,82
2023-11-01,N,2,4,1,20,44,19,27
2023-11-01,Q,1,20,6,59,84,30,57
2023-11-01,Q,2,14,1,16,53,17,22
2023-11-01,R,1,16,0,54,64,26,61
2023-11-01,R,2,3,0,16,28,9,16
2023-11-01,S 42nd,1,1,0,1,0,0,2
2023-11-01,S 42nd,2,0,0,0,0,0,1
2023-11-01,S Fkln,1,0,0,1,0,0,1
2023-11-01,S Fkln,2,0,0,2,0,0,0
2023-11-01,S Rock,1,2,27,3,0,3,0
2023-11-01,S Rock,2,0,6,1,1,0,1
2023-12-01,1,1,37,7,46,108,48,94
2023-12-01,1,2,14,1,15,37,11,39
2023-12-01,2,1,40,4,42,146,38,82
2023-12-01,2,2,16,0,21,72,16,45
2023-12-01,3,1,26,2,21,65,13,40
2023-12-01,3,2,8,0,8,65,4,18
2023-12-01,4,1,46,1,58,52,29,66
2023-12-01,4,2,10,0,21,62,12,37
2023-12-01,5,1,34,1,35,93,15,51
2023-12-01,5,2,5,3,6,48,12,16
2023-12-01,6,1,37,4,63,162,42,125
2023-12-01,6,2,19,4,18,58,15,52
2023-12-01,7,1,30,4,53,20,42,50
2023-12-01,7,2,14,0,16,11,24,30
2023-12-01,A,1,39,31,80,71,57,89
2023-12-01,A,2,13,16,20,33,32,35
2023-12-01,B,1,9,2,27,64,4,31
2023-12-01,C,1,16,0,25,79,8,71
2023-12-01,C,2,12,1,12,19,4,23
2023-12-01,D,1,17,2,38,75,48,78
2023-12-01,D,2,9,0,16,22,28,16
2023-12-01,E,1,26,2,52,57,81,51
2023-12-01,E,2,10,0,9,9,22,26
2023-12-01,F,1,23,4,81,88,64,103
2023-12-01,F,2,7,2,22,24,31,41
2023-12-01,G,1,9,2,13,58,37,21
2023-12-01,G,2,10,0,4,21,12,12
2023-12-01,JZ,1,3,3,24,42,22,48
2023-12-01,JZ,2,8,1,8,14,7,17
2023-12-01,L,1,11,3,25,4,31,19
2023-12-01,L,2,2,0,9,1,3,11
2023-12-01,M,1,9,1,13,25,7,15
2023-12-01,M,2,3,0,4,9,1,6
2023-12-01,N,1,27,4,68,126,55,80
2023-12-01,N,2,8,0,20,48,24,22
2023-12-01,Q,1,23,3,55,69,37,62
2023-12-01,Q,2,7,2,20,32,19,27
2023-12-01,R,1,11,2,37,56,34,69
2023-12-01,R,2,6,0,7,14,9,32
2023-12-01,S 42nd,1,0,0,1,0,0,3
2023-12-01,S Fkln,1,0,1,3,0,1,2
2023-12-01,S Fkln,2,0,0,1,0,0,1
2023-12-01,S Rock,1,1,22,4,2,6,4
2023-12-01,S Rock,2,1,10,3,1,1,0
2024-01-01,1,1,31,2,92,86,49,86
2024-01-01,1,2,2,0,18,9,10,16
2024-01-01,2,1,22,5,63,92,47,65
2024-01-01,2,2,6,2,19,49,19,25
2024-01-01,3,1,10,0,26,67,8,45
2024-01-01,3,2,4,0,15,35,13,17
2024-01-01,4,1,17,5,66,54,26,91
2024-01-01,4,2,8,0,15,58,11,43
2024-01-01,5,1,17,1,39,64,13,68
2024-01-01,5,2,2,1,6,25,5,6
2024-01-01,6,1,21,3,80,168,50,182
2024-01-01,6,2,8,4,13,43,14,47
2024-01-01,7,1,22,1,58,12,41,49
2024-01-01,7,2,3,1,4,3,4,11
2024-01-01,A,1,23,59,114,98,72,90
2024-01-01,A,2,10,14,30,29,30,52
2024-01-01,B,1,6,4,35,53,10,37
2024-01-01,C,1,11,1,47,104,17,75
2024-01-01,C,2,5,0,10,16,15,21
2024-01-01,D,1,24,1,53,72,71,94
2024-01-01,D,2,5,0,14,12,22,25
2024-01-01,E,1,10,2,72,34,97,59
2024-01-01,E,2,5,1,16,10,14,11
2024-01-01,F,1,30,1,109,70,69,95
2024-01-01,F,2,11,2,22,19,17,22
2024-01-01,G,1,14,1,29,59,43,16
2024-01-01,G,2,2,0,4,9,12,5
2024-01-01,JZ,1,12,1,34,37,42,79
2024-01-01,JZ,2,6,2,11,14,4,32
2024-01-01,L,1,15,0,46,7,36,30
2024-01-01,L,2,5,0,9,1,7,5
2024-01-01,M,1,10,0,22,22,4,23
2024-01-01,M,2,2,0,3,1,0,4
2024-01-01,N,1,25,0,103,159,70,99
2024-01-01,N,2,9,2,21,62,26,28
2024-01-01,Q,1,20,5,66,108,54,61
2024-01-01,Q,2,3,1,14,13,20,20
2024-01-01,R,1,16,2,37,46,40,89
2024-01-01,R,2,8,0,23,12,8,29
2024-01-01,S 42nd,1,0,0,2,1,0,2
2024-01-01,S 42nd,2,1,0,0,0,0,1
2024-01-01,S Fkln,1,0,0,3,0,2,2
2024-01-01,S Fkln,2,1,0,0,0,0,1
2024-01-01,S Rock,1,0,18,4,1,4,1
2024-01-01,S Rock,2,0,5,0,2,1,0
2024-02-01,1,1,24,3,73,77,43,83
2024-02-01,1,2,6,0,27,38,24,31
2024-02-01,2,1,20,0,57,118,55,69
2024-02-01,2,2,5,1,36,61,32,60
2024-02-01,3,1,19,2,35,63,10,31
2024-02-01,3,2,3,0,6,18,8,17
2024-02-01,4,1,23,1,33,74,30,89
2024-02-01,4,2,2,1,15,50,29,61
2024-02-01,5,1,13,1,27,72,11,80
2024-02-01,5,2,3,0,5,20,4,12
2024-02-01,6,1,24,4,75,165,51,153
2024-02-01,6,2,13,3,14,48,22,55
2024-02-01,7,1,24,1,42,11,26,37
2024-02-01,7,2,4,0,14,4,16,12
2024-02-01,A,1,28,40,77,86,57,83
2024-02-01,A,2,10,13,27,20,39,35
2024-02-01,B,1,13,1,31,54,15,32
2024-02-01,B,2,0,0,0,0,0,0
2024-02-01,C,1,10,1,24,101,15,55
2024-02-01,C,2,4,0,9,28,14,20
2024-02-01,D,1,28,4,58,50,58,97
2024-02-01,D,2,4,0,16,8,26,21
2024-02-01,E,1,17,2,73,49,82,66
2024-02-01,E,2,5,1,11,9,32,22
2024-02-01,F,1,24,2,89,85,86,106
2024-02-01,F,2,6,1,23,19,39,29
2024-02-01,G,1,8,1,25,55,48,22
2024-02-01,G,2,2,0,6,6,8,3
2024-02-01,JZ,1,9,1,35,47,31,66
2024-02-01,JZ,2,2,2,10,12,8,19
2024-02-01,L,1,8,1,33,3,23,29
2024-02-01,L,2,6,1,13,1,5,4
2024-02-01,M,1,12,0,16,14,7,17
2024-02-01,M,2,0,0,0,1,2,2
2024-02-01,N,1,21,4,68,99,67,80
2024-02-01,N,2,6,2,21,24,19,26
2024-02-01,Q,1,17,6,57,75,45,48
2024-02-01,Q,2,4,1,25,26,27,22
2024-02-01,R,1,12,0,41,45,40,77
2024-02-01,R,2,5,0,2,6,10,23
2024-02-01,S 42nd,1,0,0,2,0,0,5
2024-02-01,S 42nd,2,0,0,1,0,0,1
2024-02-01,S Fkln,1,0,0,1,0,0,0
2024-02-01,S Fkln,2,0,0,2,0,0,1
2024-02-01,S Rock,1,0,19,4,5,2,1
2024-02-01,S Rock,2,0,15,3,2,0,4
2024-03-01,1,1,21,2,81,62,54,80
2024-03-01,1,2,6,0,17,14,10,28
2024-03-01,2,1,16,1,79,123,57,79
2024-03-01,2,2,9,4,30,88,17,35
2024-03-01,3,1,12,1,38,97,11,45
2024-03-01,3,2,4,0,15,42,15,21
2024-03-01,4,1,25,0,60,66,40,51
2024-03-01,4,2,4,0,13,50,25,43
2024-03-01,5,1,10,2,32,83,16,48
2024-03-01,5,2,4,0,5,29,4,20
2024-03-01,6,1,15,3,73,164,46,156
2024-03-01,6,2,8,1,29,66,20,50
2024-03-01,7,1,14,0,34,15,32,31
2024-03-01,7,2,6,0,6,7,9,11
2024-03-01,A,1,26,42,88,77,63,98
2024-03-01,A,2,9,10,34,24,25,47
2024-03-01,B,1,6,1,36,67,17,46
2024-03-01,C,1,6,1,29,115,17,74
2024-03-01,C,2,5,0,9,24,18,16
2024-03-01,D,1,17,0,58,88,57,84
2024-03-01,D,2,13,1,13,16,30,19
2024-03-01,E,1,18,1,79,52,91,62
2024-03-01,E,2,6,0,15,11,20,11
2024-03-01,F,1,19,3,120,88,89,92
2024-03-01,F,2,4,1,21,12,34,25
2024-03-01,G,1,9,0,18,53,54,19
2024-03-01,G,2,1,0,5,16,15,7
2024-03-01,JZ,1,8,5,34,61,43,88
2024-03-01,JZ,2,5,2,18,18,10,32
2024-03-01,L,1,6,0,29,3,34,19
2024-03-01,L,2,3,0,11,3,5,3
2024-03-01,M,1,6,1,12,16,6,18
2024-03-01,M,2,2,0,8,6,3,5
2024-03-01,N,1,19,1,84,109,64,79
2024-03-01,N,2,7,2,34,50,32,19
2024-03-01,Q,1,14,1,50,103,48,58
2024-03-01,Q,2,6,1,10,28,13,24
2024-03-01,R,1,14,2,42,36,40,91
2024-03-01,R,2,6,1,9,17,11,30
2024-03-01,S 42nd,1,0,0,1,1,1,1
2024-03-01,S 42nd,2,1,0,0,0,0,3
2024-03-01,S Fkln,1,0,0,3,0,1,0
2024-03-01,S Fkln,2,0,0,0,0,0,3
2024-03-01,S Rock,1,0,22,3,3,3,5
2024-03-01,S Rock,2,0,4,3,3,0,1
2024-04-01,1,1,12,5,71,64,56,86
2024-04-01,1,2,4,0,17,10,12,14
2024-04-01,2,1,20,3,72,90,53,90
2024-04-01,2,2,10,0,19,96,12,43
2024-04-01,3,1,9,0,39,79,14,41
2024-04-01,3,2,2,0,2,12,10,12
2024-04-01,4,1,17,3,55,68,42,81
2024-04-01,4,2,3,1,6,47,15,33
2024-04-01,5,1,20,5,47,85,25,65
2024-04-01,5,2,1,0,5,18,5,9
2024-04-01,6,1,21,2,70,172,68,135
2024-04-01,6,2,6,2,18,49,17,49
2024-04-01,7,1,23,2,48,8,31,61
2024-04-01,7,2,3,0,5,2,9,20
2024-04-01,A,1,29,47,97,61,79,102
2024-04-01,A,2,11,14,21,12,29,28
2024-04-01,B,1,13,1,59,72,15,57
2024-04-01,C,1,9,2,36,88,18,83
2024-04-01,C,2,8,0,15,12,21,32
2024-04-01,D,1,10,0,57,62,92,75
2024-04-01,D,2,6,1,16,4,24,21
2024-04-01,E,1,16,0,74,31,78,67
2024-04-01,E,2,6,0,8,2,24,13
2024-04-01,F,1,20,4,92,68,82,114
2024-04-01,F,2,5,0,14,3,33,27
2024-04-01,G,1,4,0,28,37,54,31
2024-04-01,G,2,4,0,8,9,12,11
2024-04-01,JZ,1,7,4,45,60,43,75
2024-04-01,JZ,2,4,0,12,12,17,36
2024-04-01,L,1,9,2,32,3,42,19
2024-04-01,L,2,1,0,9,0,7,9
2024-04-01,M,1,12,2,59,60,16,63
2024-04-01,M,2,2,1,7,6,6,8
2024-04-01,N,1,15,3,82,96,67,73
2024-04-01,N,2,5,0,11,13,24,23
2024-04-01,Q,1,15,1,65,43,51,73
2024-04-01,Q,2,4,0,13,18,19,28
2024-04-01,R,1,15,0,58,59,47,93
2024-04-01,R,2,7,0,8,13,19,29
2024-04-01,S 42nd,1,0,0,3,0,0,3
2024-04-01,S 42nd,2,0,0,2,0,0,2
2024-04-01,S Fkln,1,1,0,3,0,1,2
2024-04-01,S Fkln,2,0,0,1,0,1,1
2024-04-01,S Rock,1,0,35,1,2,1,2
2024-04-01,S Rock,2,0,7,0,1,0,2
2024-05-01,1,1,14,1,69,76,48,87
2024-05-01,1,2,4,0,19,27,12,25
2024-05-01,2,1,28,0,59,95,58,84
2024-05-01,2,2,5,1,22,83,23,36
2024-05-01,3,1,16,0,25,88,11,47
2024-05-01,3,2,3,0,11,42,7,11
2024-05-01,4,1,15,0,72,65,36,81
2024-05-01,4,2,7,0,36,46,20,45
2024-05-01,5,1,11,3,31,73,18,71
2024-05-01,5,2,6,0,8,30,5,14
2024-05-01,6,1,16,3,69,179,55,157
2024-05-01,6,2,7,2,18,39,17,46
2024-05-01,7,1,22,0,40,8,23,43
2024-05-01,7,2,2,0,6,4,9,10
2024-05-01,A,1,29,77,97,60,73,116
2024-05-01,A,2,9,17,24,1,41,33
2024-05-01,B,1,15,1,35,31,19,84
2024-05-01,C,1,10,0,43,72,24,89
2024-05-01,C,2,1,0,13,4,26,22
2024-05-01,D,1,31,1,52,36,76,107
2024-05-01,D,2,15,1,16,14,25,36
2024-05-01,E,1,8,0,70,26,77,60
2024-05-01,E,2,5,0,2,2,21,11
2024-05-01,F,1,32,1,86,47,98,111
2024-05-01,F,2,12,1,10,3,22,28
2024-05-01,G,1,9,1,28,32,55,23
2024-05-01,G,2,2,0,4,7,13,9
2024-05-01,JZ,1,7,6,55,39,59,78
2024-05-01,JZ,2,4,1,6,6,15,21
2024-05-01,L,1,14,0,48,2,50,26
2024-05-01,L,2,3,1,5,1,4,11
2024-05-01,M,1,15,2,37,28,17,51
2024-05-01,M,2,5,0,8,5,3,14
2024-05-01,N,1,30,1,94,81,112,105
2024-05-01,N,2,6,0,27,16,35,27
2024-05-01,Q,1,9,3,36,22,47,82
2024-05-01,Q,2,4,0,18,8,19,44
2024-05-01,R,1,19,0,64,21,50,94
2024-05-01,R,2,7,0,6,5,15,24
2024-05-01,S 42nd,1,0,0,0,0,0,4
