Month,division,Line,Day Type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2021-06-01,B DIVISION,L,1,11517,12360,0.931796116504854
2021-06-01,B DIVISION,L,2,3483,3644,0.955817782656422
2021-06-01,B DIVISION,M,1,4809,5924,0.811782579338285
2021-06-01,B DIVISION,M,2,1742,1832,0.950873362445415
2021-06-01,B DIVISION,N,1,7707,9961,0.773717498243148
2021-06-01,B DIVISION,N,2,1281,1728,0.741319444444444
2021-06-01,B DIVISION,Q,1,5240,6970,0.751793400286944
2021-06-01,B DIVISION,Q,2,1428,2068,0.690522243713733
2021-06-01,B DIVISION,R,1,5009,6216,0.805823680823681
2021-06-01,B DIVISION,R,2,1308,1724,0.758700696055684
2021-07-01,A DIVISION,1,1,8044,9632,0.835132890365448
2021-07-01,A DIVISION,1,2,2756,2956,0.93234100135318
2021-07-01,A DIVISION,2,1,5393,6789,0.794373250846958
2021-07-01,A DIVISION,2,2,1553,2292,0.677574171029668
2021-07-01,A DIVISION,3,1,5207,6130,0.849429037520392
2021-07-01,A DIVISION,3,2,1658,2060,0.804854368932039
2021-07-01,A DIVISION,4,1,6587,7766,0.848184393510172
2021-07-01,A DIVISION,4,2,2300,2698,0.852483320978502
2021-07-01,A DIVISION,5,1,5890,6909,0.852511217252859
2021-07-01,A DIVISION,5,2,1374,1463,0.939166097060834
2021-07-01,A DIVISION,6,1,10445,12174,0.85797601445704
2021-07-01,A DIVISION,6,2,3681,3944,0.933316430020284
2021-07-01,A DIVISION,7,1,12622,13520,0.933579881656805
2021-07-01,A DIVISION,7,2,3585,3994,0.897596394591888
2021-07-01,A DIVISION,GS,1,10432,10510,0.992578496669838
2021-07-01,A DIVISION,GS,2,2576,2602,0.990007686395081
2021-07-01,B DIVISION,A,1,5498,7750,0.70941935483871
2021-07-01,B DIVISION,A,2,2074,2816,0.736505681818182
2021-07-01,B DIVISION,B,1,2972,4116,0.722060252672498
2021-07-01,B DIVISION,C,1,2708,3592,0.753897550111359
2021-07-01,B DIVISION,C,2,1258,1572,0.800254452926209
2021-07-01,B DIVISION,D,1,4266,6057,0.704309063893016
2021-07-01,B DIVISION,D,2,3557,4292,0.828751164958061
2021-07-01,B DIVISION,E,1,5929,8610,0.688617886178862
2021-07-01,B DIVISION,E,2,1904,2112,0.901515151515152
2021-07-01,B DIVISION,F,1,5595,8134,0.687853454634866
2021-07-01,B DIVISION,F,2,1875,2104,0.89115969581749
2021-07-01,B DIVISION,FS,1,4640,4668,0.994001713796058
2021-07-01,B DIVISION,FS,2,2124,2148,0.988826815642458
2021-07-01,B DIVISION,G,1,4991,5880,0.848809523809524
2021-07-01,B DIVISION,G,2,1982,2336,0.848458904109589
2021-07-01,B DIVISION,H,1,3472,3529,0.983848115613488
2021-07-01,B DIVISION,H,2,1429,1587,0.900441083805923
2021-07-01,B DIVISION,J,1,5038,5859,0.859873698583376
2021-07-01,B DIVISION,J,2,2095,2262,0.926171529619806
2021-07-01,B DIVISION,L,1,10878,11647,0.933974414012192
2021-07-01,B DIVISION,L,2,4515,4772,0.946144174350377
2021-07-01,B DIVISION,M,1,4533,5668,0.799752999294284
2021-07-01,B DIVISION,M,2,2203,2328,0.946305841924399
2021-07-01,B DIVISION,N,1,7143,9571,0.746316999268624
2021-07-01,B DIVISION,N,2,1733,2160,0.802314814814815
2021-07-01,B DIVISION,Q,1,5166,6891,0.749673487157162
2021-07-01,B DIVISION,Q,2,2200,2682,0.820283370618941
2021-07-01,B DIVISION,R,1,4790,5930,0.807757166947723
2021-07-01,B DIVISION,R,2,1988,2160,0.92037037037037
2021-08-01,A DIVISION,1,1,8534,9986,0.854596435009013
2021-08-01,A DIVISION,1,2,2197,2610,0.84176245210728
2021-08-01,A DIVISION,2,1,6005,7130,0.842215988779804
2021-08-01,A DIVISION,2,2,1203,1906,0.631164742917104
2021-08-01,A DIVISION,3,1,5583,6626,0.842589797766375
2021-08-01,A DIVISION,3,2,1411,1824,0.773574561403509
2021-08-01,A DIVISION,4,1,7177,8447,0.849650763584705
2021-08-01,A DIVISION,4,2,1816,2388,0.760469011725293
2021-08-01,A DIVISION,5,1,6333,7238,0.874965460071843
2021-08-01,A DIVISION,5,2,1614,1817,0.888277380297193
2021-08-01,A DIVISION,6,1,10401,12259,0.848437882372135
2021-08-01,A DIVISION,6,2,2109,2518,0.837569499602859
2021-08-01,A DIVISION,7,1,12520,14163,0.883993504201087
2021-08-01,A DIVISION,7,2,3336,3618,0.922056384742952
2021-08-01,A DIVISION,GS,1,7366,7480,0.98475935828877
2021-08-01,A DIVISION,GS,2,1860,1872,0.993589743589744
2021-08-01,B DIVISION,A,1,5720,8377,0.682822012653695
2021-08-01,B DIVISION,A,2,1749,2495,0.701002004008016
2021-08-01,B DIVISION,B,1,3236,4312,0.750463821892393
2021-08-01,B DIVISION,C,1,3175,4400,0.721590909090909
2021-08-01,B DIVISION,C,2,981,1398,0.701716738197425
2021-08-01,B DIVISION,D,1,4614,6091,0.75751108192415
2021-08-01,B DIVISION,D,2,1757,2156,0.814935064935065
2021-08-01,B DIVISION,E,1,6812,9020,0.755210643015521
2021-08-01,B DIVISION,E,2,1612,1884,0.855626326963907
2021-08-01,B DIVISION,F,1,6218,8588,0.724033535165347
2021-08-01,B DIVISION,F,2,1314,1880,0.698936170212766
2021-08-01,B DIVISION,FS,1,5168,5192,0.99537750385208
2021-08-01,B DIVISION,FS,2,1843,1894,0.973072861668426
2021-08-01,B DIVISION,G,1,5483,6523,0.840564157596198
2021-08-01,B DIVISION,G,2,1762,2152,0.818773234200744
2021-08-01,B DIVISION,H,1,3627,3696,0.981331168831169
2021-08-01,B DIVISION,H,2,1340,1398,0.958512160228898
2021-08-01,B DIVISION,J,1,5578,6140,0.908469055374593
2021-08-01,B DIVISION,J,2,1741,2006,0.8678963110668
2021-08-01,B DIVISION,L,1,11179,12031,0.929182944061175
2021-08-01,B DIVISION,L,2,3062,3492,0.876861397479954
2021-08-01,B DIVISION,M,1,4827,5940,0.812626262626263
2021-08-01,B DIVISION,M,2,1257,1304,0.963957055214724
2021-08-01,B DIVISION,N,1,7273,9788,0.743052717613404
2021-08-01,B DIVISION,N,2,1419,1944,0.729938271604938
2021-08-01,B DIVISION,Q,1,4887,6923,0.705907843420482
2021-08-01,B DIVISION,Q,2,1790,2386,0.750209555741827
2021-08-01,B DIVISION,R,1,4910,6195,0.792574656981437
2021-08-01,B DIVISION,R,2,1606,1940,0.827835051546392
2021-09-01,A DIVISION,1,1,7823,9220,0.848481561822126
2021-09-01,A DIVISION,1,2,2306,2610,0.883524904214559
2021-09-01,A DIVISION,2,1,5224,6477,0.806546240543462
2021-09-01,A DIVISION,2,2,1310,2136,0.613295880149813
2021-09-01,A DIVISION,3,1,5133,5920,0.867060810810811
2021-09-01,A DIVISION,3,2,1335,1784,0.748318385650224
2021-09-01,A DIVISION,4,1,6010,7589,0.791935696402688
2021-09-01,A DIVISION,4,2,2076,2854,0.72740014015417
2021-09-01,A DIVISION,5,1,5419,6532,0.829608083282302
2021-09-01,A DIVISION,5,2,1168,1463,0.79835953520164
2021-09-01,A DIVISION,6,1,9053,10582,0.855509355509356
2021-09-01,A DIVISION,6,2,1615,2010,0.803482587064677
2021-09-01,A DIVISION,7,1,11466,12844,0.892712550607287
2021-09-01,A DIVISION,7,2,3244,3618,0.896627971254837
2021-09-01,A DIVISION,GS,1,9342,9344,0.99978595890411
2021-09-01,A DIVISION,GS,2,2360,2360,1.0
2021-09-01,B DIVISION,A,1,4985,7551,0.660177459939081
2021-09-01,B DIVISION,A,2,1578,2519,0.626439063120286
2021-09-01,B DIVISION,B,1,2633,3920,0.671683673469388
2021-09-01,B DIVISION,C,1,2537,4000,0.63425
2021-09-01,B DIVISION,C,2,918,1398,0.656652360515022
2021-09-01,B DIVISION,D,1,3767,5479,0.68753422157328
2021-09-01,B DIVISION,D,2,1546,1944,0.795267489711934
2021-09-01,B DIVISION,E,1,5522,8200,0.673414634146342
2021-09-01,B DIVISION,E,2,1476,1884,0.78343949044586
2021-09-01,B DIVISION,F,1,5101,7834,0.651136073525657
2021-09-01,B DIVISION,F,2,1497,1874,0.798826040554963
2021-09-01,B DIVISION,FS,1,4655,4720,0.986228813559322
2021-09-01,B DIVISION,FS,2,1849,1894,0.97624076029567
2021-09-01,B DIVISION,G,1,3986,5636,0.707239176721079
2021-09-01,B DIVISION,G,2,1882,2078,0.90567853705486
2021-09-01,B DIVISION,H,1,3264,3365,0.96998514115899
2021-09-01,B DIVISION,H,2,1350,1398,0.965665236051502
2021-09-01,B DIVISION,J,1,5033,5580,0.901971326164875
2021-09-01,B DIVISION,J,2,1701,2005,0.848379052369077
2021-09-01,B DIVISION,L,1,10169,11049,0.920354783238302
2021-09-01,B DIVISION,L,2,3581,3938,0.909344845099035
2021-09-01,B DIVISION,M,1,4209,5400,0.779444444444444
2021-09-01,B DIVISION,M,2,1998,2056,0.971789883268482
2021-09-01,B DIVISION,N,1,6166,8625,0.714898550724638
2021-09-01,B DIVISION,N,2,1365,1944,0.70216049382716
2021-09-01,B DIVISION,Q,1,4503,6357,0.708352996696555
2021-09-01,B DIVISION,Q,2,1849,2386,0.774937133277452
2021-09-01,B DIVISION,R,1,4357,5657,0.770196217076189
2021-09-01,B DIVISION,R,2,1628,1941,0.838742916022669
2021-10-01,A DIVISION,1,1,8388,9682,0.866349927700888
2021-10-01,A DIVISION,1,2,2556,2920,0.875342465753425
2021-10-01,A DIVISION,2,1,5669,6807,0.832819156750404
2021-10-01,A DIVISION,2,2,1309,2322,0.563738156761413
2021-10-01,A DIVISION,3,1,5421,6276,0.86376673040153
2021-10-01,A DIVISION,3,2,1421,1998,0.711211211211211
2021-10-01,A DIVISION,4,1,6866,8175,0.839877675840979
2021-10-01,A DIVISION,4,2,2617,3136,0.834502551020408
2021-10-01,A DIVISION,5,1,5954,6891,0.864025540560151
2021-10-01,A DIVISION,5,2,1206,1402,0.860199714693295
2021-10-01,A DIVISION,6,1,9948,11618,0.856257531416767
2021-10-01,A DIVISION,6,2,2427,2882,0.842123525329632
2021-10-01,A DIVISION,7,1,12183,13399,0.909246958728263
2021-10-01,A DIVISION,7,2,2901,3202,0.905996252342286
2021-10-01,A DIVISION,GS,1,11623,11630,0.999398108340499
2021-10-01,A DIVISION,GS,2,3541,3550,0.997464788732394
2021-10-01,B DIVISION,A,1,5184,7808,0.663934426229508
2021-10-01,B DIVISION,A,2,1580,2805,0.563279857397504
2021-10-01,B DIVISION,B,1,2964,4116,0.720116618075802
2021-10-01,B DIVISION,C,1,2957,4200,0.704047619047619
2021-10-01,B DIVISION,C,2,921,1560,0.590384615384615
2021-10-01,B DIVISION,D,1,3893,5754,0.676572818908585
2021-10-01,B DIVISION,D,2,1523,2160,0.705092592592593
2021-10-01,B DIVISION,E,1,6221,8610,0.72253193960511
2021-10-01,B DIVISION,E,2,1771,2104,0.841730038022814
2021-10-01,B DIVISION,F,1,5590,8228,0.679387457462324
2021-10-01,B DIVISION,F,2,1656,2090,0.792344497607656
2021-10-01,B DIVISION,FS,1,4941,4956,0.996973365617433
2021-10-01,B DIVISION,FS,2,2107,2120,0.993867924528302
2021-10-01,B DIVISION,G,1,4911,5924,0.829000675219446
2021-10-01,B DIVISION,G,2,1978,2315,0.854427645788337
2021-10-01,B DIVISION,H,1,3285,3390,0.969026548672566
2021-10-01,B DIVISION,H,2,1540,1565,0.984025559105431
2021-10-01,B DIVISION,J,1,5367,5859,0.916026625704045
2021-10-01,B DIVISION,J,2,1911,2240,0.853125
2021-10-01,B DIVISION,L,1,10658,11506,0.926299322092821
2021-10-01,B DIVISION,L,2,3810,4152,0.917630057803468
2021-10-01,B DIVISION,M,1,4499,5668,0.793754410726888
2021-10-01,B DIVISION,M,2,1834,1928,0.951244813278008
2021-10-01,B DIVISION,N,1,7120,9145,0.778567523236741
2021-10-01,B DIVISION,N,2,1714,2458,0.697314890154597
2021-10-01,B DIVISION,Q,1,5003,6615,0.756311413454271
2021-10-01,B DIVISION,Q,2,1990,2554,0.779169929522318
2021-10-01,B DIVISION,R,1,4708,5928,0.794197031039136
2021-10-01,B DIVISION,R,2,1797,2158,0.83271547729379
2021-11-01,A DIVISION,1,1,8531,9666,0.882578108835092
2021-11-01,A DIVISION,1,2,2378,2591,0.917792358162872
2021-11-01,A DIVISION,2,1,5735,6805,0.842762674504041
2021-11-01,A DIVISION,2,2,1464,2312,0.633217993079585
2021-11-01,A DIVISION,3,1,5693,6350,0.896535433070866
2021-11-01,A DIVISION,3,2,1454,1851,0.785521339816315
2021-11-01,A DIVISION,4,1,6669,8020,0.831546134663342
2021-11-01,A DIVISION,4,2,2477,3069,0.807103290974259
2021-11-01,A DIVISION,5,1,5642,6732,0.838086749851456
2021-11-01,A DIVISION,5,2,659,913,0.721796276013143
2021-11-01,A DIVISION,6,1,10030,11710,0.856532877882152
2021-11-01,A DIVISION,6,2,2072,2574,0.804972804972805
2021-11-01,A DIVISION,7,1,12081,13397,0.901769052773009
2021-11-01,A DIVISION,7,2,2878,3182,0.904462602137021
2021-11-01,A DIVISION,GS,1,11749,11770,0.9982158028887
2021-11-01,A DIVISION,GS,2,3136,3240,0.967901234567901
2021-11-01,B DIVISION,A,1,4731,7784,0.6077852004111
2021-11-01,B DIVISION,A,2,1440,2183,0.659642693540999
2021-11-01,B DIVISION,B,1,2928,4116,0.711370262390671
2021-11-01,B DIVISION,C,1,2713,4200,0.645952380952381
2021-11-01,B DIVISION,C,2,937,1398,0.670243204577968
2021-11-01,B DIVISION,D,1,3819,5754,0.663712200208551
2021-11-01,B DIVISION,D,2,1325,1917,0.691184141888367
2021-11-01,B DIVISION,E,1,6406,8610,0.744018583042973
2021-11-01,B DIVISION,E,2,1435,1861,0.771090811391725
2021-11-01,B DIVISION,F,1,6218,8233,0.755253249119398
2021-11-01,B DIVISION,F,2,1560,1848,0.844155844155844
2021-11-01,B DIVISION,FS,1,4928,4956,0.994350282485876
2021-11-01,B DIVISION,FS,2,1860,1868,0.995717344753747
2021-11-01,B DIVISION,G,1,5450,6155,0.885458976441917
2021-11-01,B DIVISION,G,2,1848,2053,0.90014612761812
2021-11-01,B DIVISION,H,1,3196,3344,0.955741626794258
2021-11-01,B DIVISION,H,2,1332,1370,0.972262773722628
2021-11-01,B DIVISION,J,1,5312,5861,0.906329977819485
2021-11-01,B DIVISION,J,2,1739,1978,0.879170879676441
2021-11-01,B DIVISION,L,1,10457,11486,0.910412676301584
2021-11-01,B DIVISION,L,2,3764,3957,0.951225676017185
2021-11-01,B DIVISION,M,1,4506,5668,0.794989414255469
2021-11-01,B DIVISION,M,2,1910,2022,0.944609297725025
2021-11-01,B DIVISION,N,1,7343,9566,0.767614467907171
2021-11-01,B DIVISION,N,2,1307,1918,0.681438998957247
2021-11-01,B DIVISION,Q,1,5019,6615,0.758730158730159
2021-11-01,B DIVISION,Q,2,1789,2358,0.758693808312129
2021-11-01,B DIVISION,R,1,4577,5927,0.772228783532985
2021-11-01,B DIVISION,R,2,1549,1917,0.808033385498174
2021-12-01,A DIVISION,1,1,8010,9631,0.831689336517496
2021-12-01,A DIVISION,1,2,2406,2956,0.813937753721245
2021-12-01,A DIVISION,2,1,5235,7047,0.742869306087697
2021-12-01,A DIVISION,2,2,1400,2406,0.58187863674148
2021-12-01,A DIVISION,3,1,4771,5612,0.850142551674982
2021-12-01,A DIVISION,3,2,1324,1916,0.691022964509395
2021-12-01,A DIVISION,4,1,6323,7895,0.800886637112096
2021-12-01,A DIVISION,4,2,2071,2700,0.767037037037037
2021-12-01,A DIVISION,5,1,5674,6883,0.82434984745024
2021-12-01,A DIVISION,5,2,1674,2098,0.797902764537655
2021-12-01,A DIVISION,6,1,9333,11665,0.800085726532362
2021-12-01,A DIVISION,6,2,2305,2860,0.805944055944056
2021-12-01,A DIVISION,7,1,11757,13474,0.872569392904854
2021-12-01,A DIVISION,7,2,3575,4184,0.854445506692161
2021-12-01,A DIVISION,GS,1,11173,11282,0.990338592448148
2021-12-01,A DIVISION,GS,2,3479,3514,0.99003984063745
2021-12-01,B DIVISION,A,1,5039,7602,0.662851881083925
2021-12-01,B DIVISION,A,2,2014,2816,0.715198863636364
2021-12-01,B DIVISION,B,1,2715,3920,0.692602040816326
2021-12-01,B DIVISION,C,1,2841,4200,0.676428571428571
2021-12-01,B DIVISION,C,2,1194,1572,0.759541984732824
2021-12-01,B DIVISION,D,1,4068,5754,0.706986444212722
2021-12-01,B DIVISION,D,2,1670,2168,0.77029520295203
2021-12-01,B DIVISION,E,1,6397,8610,0.742973286875726
2021-12-01,B DIVISION,E,2,1638,2120,0.772641509433962
2021-12-01,B DIVISION,F,1,5373,7889,0.681074914437825
2021-12-01,B DIVISION,F,2,1747,2104,0.83032319391635
2021-12-01,B DIVISION,FS,1,4858,4956,0.980225988700565
2021-12-01,B DIVISION,FS,2,2148,2148,1.0
2021-12-01,B DIVISION,G,1,5656,6589,0.858400364243436
2021-12-01,B DIVISION,G,2,3018,3210,0.94018691588785
2021-12-01,B DIVISION,H,1,3362,3528,0.952947845804989
2021-12-01,B DIVISION,H,2,1545,1592,0.970477386934673
2021-12-01,B DIVISION,J,1,4982,5687,0.87603305785124
2021-12-01,B DIVISION,J,2,1796,2264,0.793286219081272
2021-12-01,B DIVISION,L,1,10090,11486,0.878460734807592
2021-12-01,B DIVISION,L,2,3977,4488,0.886140819964349
2021-12-01,B DIVISION,M,1,4272,5470,0.780987202925046
2021-12-01,B DIVISION,M,2,1999,2326,0.859415305245056
2021-12-01,B DIVISION,N,1,6984,9538,0.732228978821556
2021-12-01,B DIVISION,N,2,1395,2160,0.645833333333333
2021-12-01,B DIVISION,Q,1,4805,6615,0.726379440665155
2021-12-01,B DIVISION,Q,2,1941,2568,0.755841121495327
2021-12-01,B DIVISION,R,1,4488,5931,0.756702073849267
2021-12-01,B DIVISION,R,2,1646,2152,0.764869888475836
2022-01-01,A DIVISION,1,1,7529,8863,0.84948662980932
2022-01-01,A DIVISION,1,2,2524,2912,0.866758241758242
2022-01-01,A DIVISION,2,1,5351,6777,0.789582411096355
2022-01-01,A DIVISION,2,2,1377,2460,0.559756097560976
2022-01-01,A DIVISION,3,1,4408,5085,0.866863323500492
2022-01-01,A DIVISION,3,2,1539,2086,0.73777564717162
2022-01-01,A DIVISION,4,1,6038,7770,0.777091377091377
2022-01-01,A DIVISION,4,2,1982,2670,0.742322097378277
2022-01-01,A DIVISION,5,1,5617,6886,0.815713040952658
2022-01-01,A DIVISION,5,2,1266,1547,0.81835811247576
2022-01-01,A DIVISION,6,1,7781,10534,0.738655781279666
2022-01-01,A DIVISION,6,2,2271,2820,0.80531914893617
2022-01-01,A DIVISION,7,1,11015,12178,0.90449991788471
2022-01-01,A DIVISION,7,2,3499,4074,0.858861070201276
2022-01-01,A DIVISION,GS,1,10552,10672,0.988755622188905
2022-01-01,A DIVISION,GS,2,2796,2798,0.999285203716941
2022-01-01,B DIVISION,A,1,4954,7894,0.627565239422346
2022-01-01,B DIVISION,A,2,1604,2805,0.571836007130125
2022-01-01,B DIVISION,B,1,1181,1764,0.669501133786848
2022-01-01,B DIVISION,C,1,2733,4186,0.652890587673196
2022-01-01,B DIVISION,C,2,1095,1560,0.701923076923077
2022-01-01,B DIVISION,D,1,4490,5754,0.780326729231839
2022-01-01,B DIVISION,D,2,1516,2162,0.701202590194265
2022-01-01,B DIVISION,E,1,6207,8609,0.720989661981647
2022-01-01,B DIVISION,E,2,1588,2100,0.756190476190476
2022-01-01,B DIVISION,F,1,5047,6455,0.781874515879163
2022-01-01,B DIVISION,F,2,1497,2090,0.716267942583732
2022-01-01,B DIVISION,FS,1,4860,4956,0.980629539951574
2022-01-01,B DIVISION,FS,2,1959,2120,0.924056603773585
2022-01-01,B DIVISION,G,1,5426,5880,0.922789115646258
2022-01-01,B DIVISION,G,2,2045,2320,0.881465517241379
2022-01-01,B DIVISION,H,1,3282,3528,0.930272108843537
2022-01-01,B DIVISION,H,2,1439,1568,0.917729591836735
2022-01-01,B DIVISION,J,1,4619,5337,0.865467491099869
2022-01-01,B DIVISION,J,2,1584,2222,0.712871287128713
2022-01-01,B DIVISION,L,1,7891,8562,0.921630460172857
2022-01-01,B DIVISION,L,2,3451,4436,0.77795311091073
2022-01-01,B DIVISION,M,1,3949,4644,0.850344530577089
2022-01-01,B DIVISION,M,2,1823,2298,0.793298520452567
2022-01-01,B DIVISION,N,1,5026,6756,0.743931320307874
2022-01-01,B DIVISION,N,2,1245,2166,0.574792243767313
2022-01-01,B DIVISION,Q,1,5071,6630,0.764856711915535
2022-01-01,B DIVISION,Q,2,1628,2726,0.597212032281732
2022-01-01,B DIVISION,R,1,4384,5226,0.838882510524302
2022-01-01,B DIVISION,R,2,1656,2156,0.76808905380334
2022-02-01,A DIVISION,1,1,7360,8788,0.837505689576696
2022-02-01,A DIVISION,1,2,2416,3086,0.782890473104342
2022-02-01,A DIVISION,2,1,4608,6155,0.748659626320065
2022-02-01,A DIVISION,2,2,1227,2119,0.579046720151014
2022-02-01,A DIVISION,3,1,4624,5299,0.872617474995282
2022-02-01,A DIVISION,3,2,913,1370,0.666423357664234
2022-02-01,A DIVISION,4,1,5424,7058,0.768489657126665
2022-02-01,A DIVISION,4,2,2157,2841,0.759239704329462
2022-02-01,A DIVISION,5,1,5021,6236,0.805163566388711
2022-02-01,A DIVISION,5,2,1882,1998,0.941941941941942
2022-02-01,A DIVISION,6,1,8144,10587,0.769245300840654
2022-02-01,A DIVISION,6,2,2085,2676,0.77914798206278
2022-02-01,A DIVISION,7,1,11065,12204,0.906669944280564
2022-02-01,A DIVISION,7,2,3012,3272,0.920537897310513
2022-02-01,A DIVISION,GS,1,9795,9806,0.998878237813584
2022-02-01,A DIVISION,GS,2,2264,2270,0.997356828193833
2022-02-01,B DIVISION,A,1,4454,7197,0.618868973183271
2022-02-01,B DIVISION,A,2,1142,2255,0.506430155210643
2022-02-01,B DIVISION,B,1,2747,3724,0.73764769065521
2022-02-01,B DIVISION,C,1,2401,3646,0.658529895776193
2022-02-01,B DIVISION,C,2,517,1260,0.41031746031746
2022-02-01,B DIVISION,D,1,3733,5206,0.717057241644256
2022-02-01,B DIVISION,D,2,1447,1728,0.837384259259259
2022-02-01,B DIVISION,E,1,5499,7791,0.705814401232191
2022-02-01,B DIVISION,E,2,1156,1692,0.683215130023641
2022-02-01,B DIVISION,F,1,4464,6373,0.700455044719912
2022-02-01,B DIVISION,F,2,990,1686,0.587188612099644
2022-02-01,B DIVISION,FS,1,4418,4484,0.985280999107939
2022-02-01,B DIVISION,FS,2,1722,1724,0.998839907192575
2022-02-01,B DIVISION,G,1,4811,5331,0.902457325079722
2022-02-01,B DIVISION,G,2,1588,1876,0.846481876332623
2022-02-01,B DIVISION,H,1,2994,3115,0.96115569823435
2022-02-01,B DIVISION,H,2,1249,1275,0.979607843137255
2022-02-01,B DIVISION,J,1,4455,5301,0.840407470288625
2022-02-01,B DIVISION,J,2,1479,1812,0.816225165562914
2022-02-01,B DIVISION,L,1,6862,7810,0.878617157490397
2022-02-01,B DIVISION,L,2,3458,3926,0.880794701986755
2022-02-01,B DIVISION,M,1,3514,4428,0.793586269196025
2022-02-01,B DIVISION,M,2,1660,1818,0.913091309130913
2022-02-01,B DIVISION,N,1,6608,8533,0.774405250205086
2022-02-01,B DIVISION,N,2,1176,1728,0.680555555555556
2022-02-01,B DIVISION,Q,1,4550,5977,0.761251463945123
2022-02-01,B DIVISION,Q,2,1305,1994,0.654463390170512
2022-02-01,B DIVISION,R,1,4171,5074,0.822033898305085
2022-02-01,B DIVISION,R,2,1255,1726,0.727114716106605
2022-03-01,A DIVISION,1,1,8989,10554,0.851714989577411
2022-03-01,A DIVISION,1,2,2014,2322,0.867355727820844
2022-03-01,A DIVISION,2,1,6106,7612,0.802154492905938
2022-03-01,A DIVISION,2,2,1148,1862,0.616541353383459
2022-03-01,A DIVISION,3,1,6128,6710,0.913263785394933
2022-03-01,A DIVISION,3,2,1111,1570,0.707643312101911
2022-03-01,A DIVISION,4,1,6986,8506,0.821302609922408
2022-03-01,A DIVISION,4,2,1431,2130,0.671830985915493
2022-03-01,A DIVISION,5,1,6351,7535,0.842866622428666
2022-03-01,A DIVISION,5,2,1007,1271,0.792289535798584
2022-03-01,A DIVISION,6,1,10110,12870,0.785547785547786
2022-03-01,A DIVISION,6,2,1869,2250,0.830666666666667
2022-03-01,A DIVISION,7,1,12938,14680,0.88133514986376
2022-03-01,A DIVISION,7,2,2365,2634,0.897873955960516
2022-03-01,A DIVISION,GS,1,13080,13154,0.994374334803102
2022-03-01,A DIVISION,GS,2,3134,3144,0.996819338422392
2022-03-01,B DIVISION,A,1,6049,8625,0.701333333333333
2022-03-01,B DIVISION,A,2,1818,2635,0.689943074003795
2022-03-01,B DIVISION,B,1,3029,4508,0.671916592724046
2022-03-01,B DIVISION,C,1,3194,4446,0.718398560503824
2022-03-01,B DIVISION,C,2,841,1248,0.673878205128205
2022-03-01,B DIVISION,D,1,4580,6302,0.72675341161536
2022-03-01,B DIVISION,D,2,1302,1728,0.753472222222222
2022-03-01,B DIVISION,E,1,6592,9430,0.699045599151644
2022-03-01,B DIVISION,E,2,1269,1678,0.756257449344458
2022-03-01,B DIVISION,F,1,6669,9659,0.690444145356662
2022-03-01,B DIVISION,F,2,959,1666,0.57563025210084
2022-03-01,B DIVISION,FS,1,5412,5428,0.997052321296979
2022-03-01,B DIVISION,FS,2,1680,1690,0.994082840236686
2022-03-01,B DIVISION,G,1,6149,6980,0.880945558739255
2022-03-01,B DIVISION,G,2,1603,1850,0.866486486486486
2022-03-01,B DIVISION,H,1,3713,3850,0.964415584415584
2022-03-01,B DIVISION,H,2,828,839,0.98688915375447
2022-03-01,B DIVISION,J,1,5662,6416,0.882481296758105
2022-03-01,B DIVISION,J,2,1418,1780,0.796629213483146
2022-03-01,B DIVISION,L,1,10733,11878,0.903603300218892
2022-03-01,B DIVISION,L,2,2615,2878,0.908617095205004
2022-03-01,B DIVISION,M,1,4939,6202,0.796356014188971
2022-03-01,B DIVISION,M,2,1772,1828,0.969365426695842
2022-03-01,B DIVISION,N,1,7646,10100,0.757029702970297
2022-03-01,B DIVISION,N,2,1162,2086,0.557046979865772
2022-03-01,B DIVISION,Q,1,5478,7241,0.756525341803618
2022-03-01,B DIVISION,Q,2,1486,2176,0.682904411764706
2022-03-01,B DIVISION,R,1,4856,6414,0.757093857187403
2022-03-01,B DIVISION,R,2,1363,1722,0.791521486643438
2022-04-01,A DIVISION,1,1,7818,9636,0.811332503113325
2022-04-01,A DIVISION,1,2,2750,3086,0.891121192482178
2022-04-01,A DIVISION,2,1,4958,6787,0.730514218358627
2022-04-01,A DIVISION,2,2,1212,2116,0.572778827977316
2022-04-01,A DIVISION,3,1,4961,5934,0.83602965958881
2022-04-01,A DIVISION,3,2,1086,1468,0.739782016348774
2022-04-01,A DIVISION,4,1,6527,8106,0.805206020231927
2022-04-01,A DIVISION,4,2,2191,2916,0.751371742112483
2022-04-01,A DIVISION,5,1,5665,6860,0.825801749271137
2022-04-01,A DIVISION,5,2,1411,1514,0.931968295904888
2022-04-01,A DIVISION,6,1,9255,11618,0.796608710621449
2022-04-01,A DIVISION,6,2,2063,2620,0.787404580152672
2022-04-01,A DIVISION,7,1,12101,13473,0.898166703777926
2022-04-01,A DIVISION,7,2,2917,3354,0.869707811568277
2022-04-01,A DIVISION,GS,1,10878,10934,0.994878361075544
2022-04-01,A DIVISION,GS,2,2950,2952,0.999322493224932
2022-04-01,B DIVISION,A,1,5556,8003,0.694239660127452
2022-04-01,B DIVISION,A,2,2639,3748,0.704108858057631
2022-04-01,B DIVISION,B,1,2718,3920,0.693367346938776
2022-04-01,B DIVISION,C,1,3044,4200,0.724761904761905
