Month,division,Line,Day Type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2019-08-01,B DIVISION,G,1,5318,6380,0.83354232
2019-08-01,B DIVISION,G,2,2151,2362,0.910668925
2019-08-01,B DIVISION,JZ,1,5115,6129,0.834557024
2019-08-01,B DIVISION,JZ,2,1789,2028,0.882149901
2019-08-01,B DIVISION,L,1,9956,10850,0.917603687
2019-08-01,B DIVISION,L,2,2484,2632,0.943768997
2019-08-01,B DIVISION,M,1,4409,6070,0.726359143
2019-08-01,B DIVISION,M,2,1733,2507,0.69126446
2019-08-01,B DIVISION,N,1,8036,9625,0.834909091
2019-08-01,B DIVISION,N,2,1636,2002,0.817182817
2019-08-01,B DIVISION,Q,1,6090,6930,0.878787879
2019-08-01,B DIVISION,Q,2,2105,2340,0.89957265
2019-08-01,B DIVISION,R,1,4700,6174,0.761256884
2019-08-01,B DIVISION,R,2,1611,1864,0.864270386
2019-08-01,B DIVISION,S Fkln,1,5175,5192,0.996725732
2019-08-01,B DIVISION,S Fkln,2,1869,1922,0.972424558
2019-08-01,B DIVISION,S Rock,1,3515,3696,0.951028139
2019-08-01,B DIVISION,S Rock,2,1257,1419,0.885835095
2019-09-01,A DIVISION,1,1,8458,9343,0.905276678
2019-09-01,A DIVISION,1,2,2755,2884,0.955270458
2019-09-01,A DIVISION,2,1,5146,6580,0.782066869
2019-09-01,A DIVISION,2,2,1473,2358,0.624681934
2019-09-01,A DIVISION,3,1,5070,5727,0.885280251
2019-09-01,A DIVISION,3,2,1510,2080,0.725961538
2019-09-01,A DIVISION,4,1,5711,7504,0.761060768
2019-09-01,A DIVISION,4,2,1900,3135,0.606060606
2019-09-01,A DIVISION,5,1,5144,6541,0.786424094
2019-09-01,A DIVISION,5,2,1793,2048,0.875488281
2019-09-01,A DIVISION,6,1,8834,11261,0.7844774
2019-09-01,A DIVISION,6,2,3004,3698,0.81233099
2019-09-01,A DIVISION,7,1,12592,13113,0.960268436
2019-09-01,A DIVISION,7,2,3776,3974,0.950176145
2019-09-01,A DIVISION,S 42nd,1,10280,10329,0.995256075
2019-09-01,A DIVISION,S 42nd,2,3356,3356,1.0
2019-09-01,B DIVISION,A,1,4953,7511,0.659432832
2019-09-01,B DIVISION,A,2,2589,3023,0.856434006
2019-09-01,B DIVISION,B,1,2746,3928,0.699083503
2019-09-01,B DIVISION,C,1,2999,4000,0.74975
2019-09-01,B DIVISION,C,2,1273,1544,0.824481865
2019-09-01,B DIVISION,D,1,3729,5480,0.680474453
2019-09-01,B DIVISION,D,2,1753,2092,0.837954111
2019-09-01,B DIVISION,E,1,6534,8213,0.795568002
2019-09-01,B DIVISION,E,2,1932,2086,0.926174497
2019-09-01,B DIVISION,F,1,5230,7829,0.668029122
2019-09-01,B DIVISION,F,2,1770,2077,0.85219066
2019-09-01,B DIVISION,G,1,4581,5799,0.789963787
2019-09-01,B DIVISION,G,2,2181,2556,0.853286385
2019-09-01,B DIVISION,JZ,1,4726,5580,0.846953405
2019-09-01,B DIVISION,JZ,2,1923,2216,0.867779783
2019-09-01,B DIVISION,L,1,9137,10066,0.90770912
2019-09-01,B DIVISION,L,2,2709,2876,0.941933241
2019-09-01,B DIVISION,M,1,4344,5594,0.7765463
2019-09-01,B DIVISION,M,2,2424,2742,0.884026258
2019-09-01,B DIVISION,N,1,7410,9233,0.802556049
2019-09-01,B DIVISION,N,2,1787,2107,0.848125297
2019-09-01,B DIVISION,Q,1,5470,6300,0.868253968
2019-09-01,B DIVISION,Q,2,2121,2484,0.853864734
2019-09-01,B DIVISION,R,1,4373,5647,0.774393483
2019-09-01,B DIVISION,R,2,1873,2160,0.86712963
2019-09-01,B DIVISION,S Fkln,1,4708,4720,0.997457627
2019-09-01,B DIVISION,S Fkln,2,2082,2092,0.995219885
2019-09-01,B DIVISION,S Rock,1,2832,2940,0.963265306
2019-09-01,B DIVISION,S Rock,2,963,1010,0.953465347
2019-10-01,A DIVISION,1,1,9140,10626,0.860154338
2019-10-01,A DIVISION,1,2,2159,2328,0.927405498
2019-10-01,A DIVISION,2,1,5981,7571,0.789988113
2019-10-01,A DIVISION,2,2,1096,1900,0.576842105
2019-10-01,A DIVISION,3,1,5899,6638,0.888671287
2019-10-01,A DIVISION,3,2,1355,1668,0.81235012
2019-10-01,A DIVISION,4,1,6583,8507,0.773833314
2019-10-01,A DIVISION,4,2,1497,2136,0.700842697
2019-10-01,A DIVISION,5,1,6088,7543,0.807105926
2019-10-01,A DIVISION,5,2,1661,1978,0.839737108
2019-10-01,A DIVISION,6,1,9878,12821,0.770454723
2019-10-01,A DIVISION,6,2,2392,2680,0.892537313
2019-10-01,A DIVISION,7,1,13228,15062,0.878236622
2019-10-01,A DIVISION,7,2,2431,2914,0.834248456
2019-10-01,A DIVISION,S 42nd,1,11616,11816,0.983073798
2019-10-01,A DIVISION,S 42nd,2,2859,2864,0.99825419
2019-10-01,B DIVISION,A,1,5693,8670,0.656632065
2019-10-01,B DIVISION,A,2,1965,2324,0.845524957
2019-10-01,B DIVISION,B,1,2973,4486,0.662728489
2019-10-01,B DIVISION,C,1,3449,4600,0.749782609
2019-10-01,B DIVISION,C,2,1135,1316,0.862462006
2019-10-01,B DIVISION,D,1,3950,6302,0.626785148
2019-10-01,B DIVISION,D,2,1214,1680,0.722619048
2019-10-01,B DIVISION,E,1,7398,9430,0.784517497
2019-10-01,B DIVISION,E,2,1553,1680,0.924404762
2019-10-01,B DIVISION,F,1,6097,8990,0.678197998
2019-10-01,B DIVISION,F,2,1443,1673,0.862522415
2019-10-01,B DIVISION,G,1,5285,6670,0.792353823
2019-10-01,B DIVISION,G,2,1780,2080,0.855769231
2019-10-01,B DIVISION,JZ,1,5284,6413,0.823951349
2019-10-01,B DIVISION,JZ,2,1497,1792,0.835379464
2019-10-01,B DIVISION,L,1,10568,11280,0.936879433
2019-10-01,B DIVISION,L,2,2249,2370,0.948945148
2019-10-01,B DIVISION,M,1,5217,6512,0.801136364
2019-10-01,B DIVISION,M,2,1844,2212,0.83363472
2019-10-01,B DIVISION,N,1,8622,11003,0.783604472
2019-10-01,B DIVISION,N,2,1278,1743,0.733218589
2019-10-01,B DIVISION,Q,1,6089,7324,0.831376297
2019-10-01,B DIVISION,Q,2,1608,2008,0.800796813
2019-10-01,B DIVISION,R,1,4988,6487,0.76892246
2019-10-01,B DIVISION,R,2,1516,1728,0.877314815
2019-10-01,B DIVISION,S Fkln,1,5412,5428,0.997052321
2019-10-01,B DIVISION,S Fkln,2,1694,1696,0.998820755
2019-10-01,B DIVISION,S Rock,1,3652,3744,0.97542735
2019-10-01,B DIVISION,S Rock,2,1149,1177,0.976210705
2019-11-01,A DIVISION,1,1,7736,9192,0.841601393
2019-11-01,A DIVISION,1,2,2600,2926,0.888585099
2019-11-01,A DIVISION,2,1,5524,6805,0.811756062
2019-11-01,A DIVISION,2,2,2140,3271,0.654234179
2019-11-01,A DIVISION,3,1,5243,5874,0.89257746
2019-11-01,A DIVISION,3,2,1101,1460,0.754109589
2019-11-01,A DIVISION,4,1,5669,7400,0.766081081
2019-11-01,A DIVISION,4,2,1896,2676,0.708520179
2019-11-01,A DIVISION,5,1,5215,6559,0.795090715
2019-11-01,A DIVISION,5,2,1874,2259,0.829570606
2019-11-01,A DIVISION,6,1,8596,11088,0.775252525
2019-11-01,A DIVISION,6,2,2459,2826,0.870134466
2019-11-01,A DIVISION,7,1,12081,13081,0.923553245
2019-11-01,A DIVISION,7,2,3563,3792,0.939609705
2019-11-01,A DIVISION,S 42nd,1,10353,10556,0.980769231
2019-11-01,A DIVISION,S 42nd,2,3674,3674,1.0
2019-11-01,B DIVISION,A,1,5001,7495,0.66724483
2019-11-01,B DIVISION,A,2,2301,2811,0.818569904
2019-11-01,B DIVISION,B,1,2426,3859,0.628660275
2019-11-01,B DIVISION,C,1,2948,3860,0.76373057
2019-11-01,B DIVISION,C,2,1189,1570,0.757324841
2019-11-01,B DIVISION,D,1,3990,5916,0.674442191
2019-11-01,B DIVISION,D,2,2234,2544,0.878144654
2019-11-01,B DIVISION,E,1,6425,8200,0.783536585
2019-11-01,B DIVISION,E,2,1851,2103,0.880171184
2019-11-01,B DIVISION,F,1,5593,7838,0.713574892
2019-11-01,B DIVISION,F,2,1666,2097,0.794468288
2019-11-01,B DIVISION,G,1,4443,5804,0.765506547
2019-11-01,B DIVISION,G,2,2052,2571,0.798133022
2019-11-01,B DIVISION,JZ,1,4597,5580,0.823835125
2019-11-01,B DIVISION,JZ,2,2050,2246,0.912733749
2019-11-01,B DIVISION,L,1,9482,9956,0.952390518
2019-11-01,B DIVISION,L,2,2615,2816,0.928622159
2019-11-01,B DIVISION,M,1,4555,5630,0.809058615
2019-11-01,B DIVISION,M,2,2393,2712,0.882374631
2019-11-01,B DIVISION,N,1,6886,9213,0.747422121
2019-11-01,B DIVISION,N,2,1531,2366,0.647083686
2019-11-01,B DIVISION,Q,1,5181,6346,0.816419792
2019-11-01,B DIVISION,Q,2,2388,2526,0.945368171
2019-11-01,B DIVISION,R,1,4263,5622,0.758271078
2019-11-01,B DIVISION,R,2,1509,2082,0.724783862
2019-11-01,B DIVISION,S Fkln,1,4676,4720,0.990677966
2019-11-01,B DIVISION,S Fkln,2,2091,2126,0.983537159
2019-11-01,B DIVISION,S Rock,1,3085,3240,0.952160494
2019-11-01,B DIVISION,S Rock,2,1497,1521,0.984220907
2019-12-01,A DIVISION,1,1,8224,9752,0.843314192
2019-12-01,A DIVISION,1,2,2673,2884,0.926837725
2019-12-01,A DIVISION,2,1,5268,6833,0.770964437
2019-12-01,A DIVISION,2,2,1813,2796,0.648426323
2019-12-01,A DIVISION,3,1,5435,6304,0.862151015
2019-12-01,A DIVISION,3,2,1056,1390,0.75971223
2019-12-01,A DIVISION,4,1,6137,7771,0.789731051
2019-12-01,A DIVISION,4,2,2046,2640,0.775
2019-12-01,A DIVISION,5,1,5555,6886,0.806709265
2019-12-01,A DIVISION,5,2,2224,2485,0.894969819
2019-12-01,A DIVISION,6,1,8998,11696,0.769322845
2019-12-01,A DIVISION,6,2,2485,2780,0.893884892
2019-12-01,A DIVISION,7,1,12163,13646,0.891323465
2019-12-01,A DIVISION,7,2,3522,3704,0.950863931
2019-12-01,A DIVISION,S 42nd,1,11079,11264,0.983575994
2019-12-01,A DIVISION,S 42nd,2,3558,3560,0.999438202
2019-12-01,B DIVISION,A,1,5223,7984,0.654183367
2019-12-01,B DIVISION,A,2,2995,3690,0.811653117
2019-12-01,B DIVISION,B,1,2575,4088,0.629892368
2019-12-01,B DIVISION,C,1,2968,4222,0.702984368
2019-12-01,B DIVISION,C,2,1213,1548,0.783591731
2019-12-01,B DIVISION,D,1,3629,5764,0.629597502
2019-12-01,B DIVISION,D,2,2019,2276,0.887082601
2019-12-01,B DIVISION,E,1,6677,8610,0.775493612
2019-12-01,B DIVISION,E,2,1905,2088,0.912356322
2019-12-01,B DIVISION,F,1,5516,8230,0.670230863
2019-12-01,B DIVISION,F,2,1726,2076,0.831406551
2019-12-01,B DIVISION,G,1,4431,6090,0.727586207
2019-12-01,B DIVISION,G,2,2041,2558,0.797888976
2019-12-01,B DIVISION,JZ,1,4570,5842,0.782266347
2019-12-01,B DIVISION,JZ,2,1918,2218,0.864743012
2019-12-01,B DIVISION,L,1,9822,10291,0.954426198
2019-12-01,B DIVISION,L,2,2719,2804,0.969686163
2019-12-01,B DIVISION,M,1,4811,6059,0.794025417
2019-12-01,B DIVISION,M,2,2441,2691,0.907097733
2019-12-01,B DIVISION,N,1,6791,9624,0.705631754
2019-12-01,B DIVISION,N,2,1607,2190,0.733789954
2019-12-01,B DIVISION,Q,1,5498,6621,0.830388159
2019-12-01,B DIVISION,Q,2,1798,2454,0.732681337
2019-12-01,B DIVISION,R,1,4253,5943,0.715631836
2019-12-01,B DIVISION,R,2,1847,2160,0.855092593
2019-12-01,B DIVISION,S Fkln,1,4944,4956,0.997578692
2019-12-01,B DIVISION,S Fkln,2,2072,2092,0.990439771
2019-12-01,B DIVISION,S Rock,1,3379,3528,0.95776644
2019-12-01,B DIVISION,S Rock,2,1497,1544,0.969559585
2020-01-01,A DIVISION,1,1,9035,10554,0.856073526624976
2020-01-01,A DIVISION,1,2,2866,3050,0.939672131147541
2020-01-01,A DIVISION,2,1,6058,7330,0.826466575716235
2020-01-01,A DIVISION,2,2,1674,2340,0.715384615384615
2020-01-01,A DIVISION,3,1,5732,6603,0.86809026200212
2020-01-01,A DIVISION,3,2,1527,1875,0.8144
2020-01-01,A DIVISION,4,1,6552,8124,0.806499261447563
2020-01-01,A DIVISION,4,2,1890,2390,0.790794979079498
2020-01-01,A DIVISION,5,1,6149,7230,0.850484094052559
2020-01-01,A DIVISION,5,2,1594,1766,0.902604756511891
2020-01-01,A DIVISION,6,1,10238,12243,0.836232949440497
2020-01-01,A DIVISION,6,2,2170,2528,0.858386075949367
2020-01-01,A DIVISION,7,1,13310,14539,0.915468739253044
2020-01-01,A DIVISION,7,2,3013,3212,0.938044831880448
2020-01-01,A DIVISION,GS,1,11823,11968,0.98788435828877
2020-01-01,A DIVISION,GS,2,2746,2755,0.996733212341198
2020-01-01,B DIVISION,A,1,6010,8254,0.728131814877635
2020-01-01,B DIVISION,A,2,2221,2724,0.815345080763583
2020-01-01,B DIVISION,B,1,3083,4312,0.714981447124304
2020-01-01,B DIVISION,C,1,3424,4400,0.778181818181818
2020-01-01,B DIVISION,C,2,1042,1398,0.745350500715308
2020-01-01,B DIVISION,D,1,4268,6028,0.708029197080292
2020-01-01,B DIVISION,D,2,1683,2074,0.811475409836066
2020-01-01,B DIVISION,E,1,7165,8898,0.805237131939762
2020-01-01,B DIVISION,E,2,1690,1884,0.897027600849257
2020-01-01,B DIVISION,F,1,6656,9179,0.725133456803573
2020-01-01,B DIVISION,F,2,1448,1874,0.772678762006403
2020-01-01,B DIVISION,FS,1,5183,5192,0.99826656394453
2020-01-01,B DIVISION,FS,2,1889,1894,0.997360084477297
2020-01-01,B DIVISION,G,1,4980,6380,0.780564263322884
2020-01-01,B DIVISION,G,2,1854,2318,0.799827437446074
2020-01-01,B DIVISION,H,1,3596,3696,0.972943722943723
2020-01-01,B DIVISION,H,2,1360,1395,0.974910394265233
2020-01-01,B DIVISION,J,1,5098,6133,0.831240828305886
2020-01-01,B DIVISION,J,2,1674,2004,0.835329341317365
2020-01-01,B DIVISION,L,1,10077,10783,0.934526569600297
2020-01-01,B DIVISION,L,2,2726,2816,0.968039772727273
2020-01-01,B DIVISION,M,1,4949,6160,0.803409090909091
2020-01-01,B DIVISION,M,2,2168,2424,0.894389438943894
2020-01-01,B DIVISION,N,1,6673,9843,0.677943716346642
2020-01-01,B DIVISION,N,2,1394,2027,0.68771583621115
2020-01-01,B DIVISION,Q,1,5854,6910,0.847178002894356
2020-01-01,B DIVISION,Q,2,1765,2222,0.794329432943294
2020-01-01,B DIVISION,R,1,4727,6204,0.761927788523533
2020-01-01,B DIVISION,R,2,1662,1940,0.856701030927835
2020-02-01,A DIVISION,1,1,8119,9309,0.872166720378129
2020-02-01,A DIVISION,1,2,4421,4668,0.947086546700943
2020-02-01,A DIVISION,2,1,5010,6156,0.813840155945419
2020-02-01,A DIVISION,2,2,1847,2648,0.697507552870091
2020-02-01,A DIVISION,3,1,5001,5746,0.870344587539158
2020-02-01,A DIVISION,3,2,1710,2097,0.815450643776824
2020-02-01,A DIVISION,4,1,5522,7026,0.785937944776544
2020-02-01,A DIVISION,4,2,2136,2700,0.791111111111111
2020-02-01,A DIVISION,5,1,5071,6199,0.818035166962413
2020-02-01,A DIVISION,5,2,1678,1901,0.882693319305629
2020-02-01,A DIVISION,6,1,8428,10585,0.796221067548418
2020-02-01,A DIVISION,6,2,2555,2860,0.893356643356643
2020-02-01,A DIVISION,7,1,11532,12376,0.93180349062702
2020-02-01,A DIVISION,7,2,3556,3740,0.950802139037433
2020-02-01,A DIVISION,GS,1,9584,9664,0.991721854304636
2020-02-01,A DIVISION,GS,2,2768,2782,0.994967649173257
2020-02-01,B DIVISION,A,1,5300,7135,0.74281709880869
2020-02-01,B DIVISION,A,2,2488,3021,0.823568354849388
2020-02-01,B DIVISION,B,1,2629,3724,0.705961331901182
2020-02-01,B DIVISION,C,1,3010,3800,0.792105263157895
2020-02-01,B DIVISION,C,2,1308,1572,0.83206106870229
2020-02-01,B DIVISION,D,1,3686,5206,0.708029197080292
2020-02-01,B DIVISION,D,2,1976,2260,0.874336283185841
2020-02-01,B DIVISION,E,1,6237,7788,0.800847457627119
2020-02-01,B DIVISION,E,2,1911,2110,0.905687203791469
2020-02-01,B DIVISION,F,1,5402,7443,0.725782614537149
2020-02-01,B DIVISION,F,2,1725,2104,0.819866920152091
2020-02-01,B DIVISION,FS,1,4470,4484,0.996877787689563
2020-02-01,B DIVISION,FS,2,2121,2148,0.987430167597765
2020-02-01,B DIVISION,G,1,4258,5509,0.772917044835723
2020-02-01,B DIVISION,G,2,2190,2642,0.82891748675246
2020-02-01,B DIVISION,H,1,3146,3195,0.984663536776213
2020-02-01,B DIVISION,H,2,1302,1326,0.981900452488688
2020-02-01,B DIVISION,J,1,4452,5296,0.840634441087613
2020-02-01,B DIVISION,J,2,1956,2264,0.863957597173145
2020-02-01,B DIVISION,L,1,8599,9395,0.915274081958489
2020-02-01,B DIVISION,L,2,2901,3034,0.956163480553724
2020-02-01,B DIVISION,M,1,4440,5301,0.837577815506508
2020-02-01,B DIVISION,M,2,2533,2790,0.907885304659498
2020-02-01,B DIVISION,N,1,5520,8683,0.635724979845676
2020-02-01,B DIVISION,N,2,1366,2202,0.620345140781108
2020-02-01,B DIVISION,Q,1,5046,6289,0.80235331531245
2020-02-01,B DIVISION,Q,2,2192,2452,0.893964110929853
2020-02-01,B DIVISION,R,1,4209,5343,0.787759685569904
2020-02-01,B DIVISION,R,2,1913,2160,0.885648148148148
2020-03-01,A DIVISION,1,1,6403,6952,0.921029919447641
2020-03-01,A DIVISION,1,2,2111,2227,0.94791198922317
2020-03-01,A DIVISION,2,1,4121,4864,0.847245065789474
2020-03-01,A DIVISION,2,2,1123,1508,0.744694960212202
2020-03-01,A DIVISION,3,1,4143,4500,0.920666666666667
2020-03-01,A DIVISION,3,2,1233,1452,0.849173553719008
2020-03-01,A DIVISION,4,1,4709,5470,0.860877513711152
2020-03-01,A DIVISION,4,2,1431,1842,0.776872964169381
2020-03-01,A DIVISION,5,1,4132,4761,0.867884898130645
2020-03-01,A DIVISION,5,2,1812,1922,0.942767950052029
2020-03-01,A DIVISION,6,1,7286,8380,0.86945107398568
2020-03-01,A DIVISION,6,2,1701,1948,0.873203285420945
2020-03-01,A DIVISION,7,1,9094,9775,0.930332480818414
2020-03-01,A DIVISION,7,2,2218,2514,0.882259347653142
2020-03-01,A DIVISION,GS,1,7690,7740,0.993540051679587
2020-03-01,A DIVISION,GS,2,2344,2360,0.993220338983051
2020-03-01,B DIVISION,A,1,4288,5662,0.75732956552455
2020-03-01,B DIVISION,A,2,1767,2428,0.727759472817133
2020-03-01,B DIVISION,B,1,2361,2940,0.803061224489796
2020-03-01,B DIVISION,C,1,2431,3000,0.810333333333333
2020-03-01,B DIVISION,C,2,548,774,0.708010335917313
2020-03-01,B DIVISION,D,1,3171,4110,0.771532846715328
2020-03-01,B DIVISION,D,2,1313,1537,0.854261548471048
2020-03-01,B DIVISION,E,1,5239,6154,0.851316217094573
2020-03-01,B DIVISION,E,2,1352,1466,0.922237380627558
2020-03-01,B DIVISION,F,1,4656,5875,0.792510638297872
2020-03-01,B DIVISION,F,2,1205,1451,0.830461750516885
2020-03-01,B DIVISION,FS,1,3518,3540,0.993785310734463
2020-03-01,B DIVISION,FS,2,1462,1470,0.994557823129252
2020-03-01,B DIVISION,G,1,3476,4350,0.799080459770115
2020-03-01,B DIVISION,G,2,1571,1785,0.880112044817927
2020-03-01,B DIVISION,H,1,2461,2520,0.976587301587302
2020-03-01,B DIVISION,H,2,1059,1075,0.985116279069767
2020-03-01,B DIVISION,J,1,3639,4184,0.869741873804971
2020-03-01,B DIVISION,J,2,1320,1550,0.851612903225806
2020-03-01,B DIVISION,L,1,6895,7554,0.912761450886947
2020-03-01,B DIVISION,L,2,1817,1828,0.99398249452954
2020-03-01,B DIVISION,M,1,3866,4387,0.881240027353545
2020-03-01,B DIVISION,M,2,1617,1913,0.845269210663879
2020-03-01,B DIVISION,N,1,4867,6900,0.70536231884058
2020-03-01,B DIVISION,N,2,1128,1560,0.723076923076923
2020-03-01,B DIVISION,Q,1,3942,4728,0.833756345177665
2020-03-01,B DIVISION,Q,2,2030,2312,0.8780276816609
2020-03-01,B DIVISION,R,1,3523,4230,0.832860520094563
2020-03-01,B DIVISION,R,2,1416,1504,0.941489361702128
2020-04-01,A DIVISION,1,1,3851,4030,0.955583126550868
2020-04-01,A DIVISION,1,2,1024,1168,0.876712328767123
2020-04-01,A DIVISION,2,1,3236,3729,0.867792973987664
2020-04-01,A DIVISION,2,2,541,1048,0.516221374045802
2020-04-01,A DIVISION,3,1,2534,2756,0.91944847605225
2020-04-01,A DIVISION,3,2,452,652,0.693251533742331
2020-04-01,A DIVISION,4,1,3643,3930,0.926972010178117
2020-04-01,A DIVISION,4,2,849,1068,0.794943820224719
2020-04-01,A DIVISION,5,1,2507,2769,0.905381003972553
2020-04-01,A DIVISION,5,2,700,836,0.837320574162679
2020-04-01,A DIVISION,6,1,3603,3926,0.917727967396842
2020-04-01,A DIVISION,6,2,804,1128,0.712765957446808
2020-04-01,A DIVISION,7,1,3486,4196,0.830791229742612
2020-04-01,A DIVISION,7,2,1050,1628,0.644963144963145
2020-04-01,B DIVISION,A,1,2295,2602,0.882013835511145
2020-04-01,B DIVISION,D,1,2842,3146,0.903369357914812
2020-04-01,B DIVISION,D,2,720,924,0.779220779220779
2020-04-01,B DIVISION,E,1,2504,2808,0.891737891737892
2020-04-01,B DIVISION,E,2,667,840,0.794047619047619
2020-04-01,B DIVISION,F,1,2486,2808,0.885327635327635
2020-04-01,B DIVISION,F,2,632,836,0.755980861244019
2020-04-01,B DIVISION,FS,1,3053,3068,0.995110821382008
2020-04-01,B DIVISION,FS,2,846,848,0.997641509433962
2020-04-01,B DIVISION,G,1,2455,3440,0.713662790697674
2020-04-01,B DIVISION,G,2,816,1023,0.797653958944282
2020-04-01,B DIVISION,H,1,1800,1820,0.989010989010989
2020-04-01,B DIVISION,H,2,623,626,0.995207667731629
2020-04-01,B DIVISION,J,1,2375,3068,0.774119947848761
2020-04-01,B DIVISION,J,2,673,896,0.751116071428571
2020-04-01,B DIVISION,L,1,3131,3263,0.959546429665952
2020-04-01,B DIVISION,L,2,569,576,0.987847222222222
2020-04-01,B DIVISION,M,1,2359,2916,0.808984910836763
2020-04-01,B DIVISION,M,2,641,1110,0.577477477477478
2020-04-01,B DIVISION,N,1,2245,3198,0.702001250781739
2020-04-01,B DIVISION,N,2,485,944,0.513771186440678
2020-04-01,B DIVISION,Q,1,2834,3276,0.865079365079365
2020-04-01,B DIVISION,Q,2,808,1088,0.742647058823529
2020-04-01,B DIVISION,R,1,2374,2808,0.845441595441595
2020-04-01,B DIVISION,R,2,715,864,0.827546296296296
2020-05-01,A DIVISION,1,1,6027,6200,0.972096774193548
2020-05-01,A DIVISION,1,2,3068,3194,0.960551033187226
2020-05-01,A DIVISION,2,1,5997,6480,0.925462962962963
2020-05-01,A DIVISION,2,2,2316,2866,0.808094905792045
2020-05-01,A DIVISION,3,1,5369,5732,0.936671318911375
2020-05-01,A DIVISION,3,2,1626,1814,0.896361631753032
2020-05-01,A DIVISION,4,1,6980,7400,0.943243243243243
2020-05-01,A DIVISION,4,2,2584,2922,0.884325804243669
2020-05-01,A DIVISION,5,1,3833,4266,0.898499765588373
2020-05-01,A DIVISION,5,2,2186,2305,0.948373101952278
2020-05-01,A DIVISION,6,1,5893,6300,0.935396825396825
2020-05-01,A DIVISION,6,2,2912,3082,0.944841012329656
2020-05-01,A DIVISION,7,1,6578,6669,0.98635477582846
2020-05-01,A DIVISION,7,2,4022,4236,0.949480642115203
2020-05-01,B DIVISION,A,1,5317,5718,0.929870584120322
2020-05-01,B DIVISION,A,2,2856,3086,0.925469863901491
2020-05-01,B DIVISION,C,1,3075,3244,0.94790382244143
2020-05-01,B DIVISION,C,2,1569,1710,0.917543859649123
2020-05-01,B DIVISION,D,1,4683,4984,0.939606741573034
2020-05-01,B DIVISION,D,2,2370,2532,0.936018957345972
2020-05-01,B DIVISION,E,1,4185,4320,0.96875
2020-05-01,B DIVISION,E,2,2222,2304,0.964409722222222
2020-05-01,B DIVISION,F,1,4022,4319,0.931234081963418
2020-05-01,B DIVISION,F,2,2123,2292,0.926265270506108
2020-05-01,B DIVISION,FS,1,4694,4720,0.994491525423729
2020-05-01,B DIVISION,FS,2,2301,2318,0.992666091458154
2020-05-01,B DIVISION,G,1,4123,4280,0.963317757009346
2020-05-01,B DIVISION,G,2,2366,2537,0.932597556168703
2020-05-01,B DIVISION,H,1,2752,2798,0.983559685489636
2020-05-01,B DIVISION,H,2,1614,1643,0.982349360925137
2020-05-01,B DIVISION,J,1,4539,4720,0.961652542372881
2020-05-01,B DIVISION,J,2,2371,2452,0.966965742251223
2020-05-01,B DIVISION,L,1,5247,5308,0.988507912584778
2020-05-01,B DIVISION,L,2,4943,5166,0.956833139759969
2020-05-01,B DIVISION,M,1,4305,4400,0.978409090909091
2020-05-01,B DIVISION,M,2,2482,2516,0.986486486486486
2020-05-01,B DIVISION,N,1,4526,5064,0.893759873617694
2020-05-01,B DIVISION,N,2,2001,2586,0.773781902552204
2020-05-01,B DIVISION,Q,1,6047,6300,0.95984126984127
2020-05-01,B DIVISION,Q,2,2765,2984,0.926608579088472
2020-05-01,B DIVISION,R,1,4109,4324,0.950277520814061
2020-05-01,B DIVISION,R,2,2234,2376,0.94023569023569
2020-06-01,A DIVISION,1,1,9645,9982,0.966239230615107
2020-06-01,A DIVISION,1,2,2233,2336,0.955907534246575
2020-06-01,A DIVISION,2,1,6428,7120,0.902808988764045
2020-06-01,A DIVISION,2,2,1696,2092,0.810707456978968
2020-06-01,A DIVISION,3,1,6087,6512,0.934735872235872
2020-06-01,A DIVISION,3,2,1162,1304,0.891104294478528
2020-06-01,A DIVISION,4,1,7410,8140,0.91031941031941
2020-06-01,A DIVISION,4,2,1728,2136,0.808988764044944
2020-06-01,A DIVISION,5,1,5936,6626,0.895864775128283
2020-06-01,A DIVISION,5,2,1501,1556,0.9646529562982
2020-06-01,A DIVISION,6,1,10968,11715,0.936235595390525
2020-06-01,A DIVISION,6,2,2130,2256,0.944148936170213
2020-06-01,A DIVISION,7,1,12821,13568,0.944943985849057
2020-06-01,A DIVISION,7,2,2863,3054,0.937459070072037
2020-06-01,B DIVISION,A,1,6740,7538,0.894136375696471
2020-06-01,B DIVISION,A,2,2131,2249,0.947532236549578
2020-06-01,B DIVISION,B,1,2847,3332,0.854441776710684
2020-06-01,B DIVISION,C,1,3251,3553,0.915001407261469
2020-06-01,B DIVISION,C,2,1176,1248,0.942307692307692
2020-06-01,B DIVISION,D,1,5480,6108,0.897184020956123
2020-06-01,B DIVISION,D,2,1728,1848,0.935064935064935
2020-06-01,B DIVISION,E,1,7899,8402,0.940133301594858
2020-06-01,B DIVISION,E,2,1517,1680,0.90297619047619
2020-06-01,B DIVISION,F,1,5960,6644,0.897049969897652
2020-06-01,B DIVISION,F,2,1444,1672,0.863636363636364
2020-06-01,B DIVISION,FS,1,5162,5192,0.9942218798151
2020-06-01,B DIVISION,FS,2,1695,1696,0.999410377358491
2020-06-01,B DIVISION,G,1,5635,5970,0.943886097152429
2020-06-01,B DIVISION,G,2,1708,1852,0.922246220302376
2020-06-01,B DIVISION,H,1,3409,3471,0.982137712474791
